預註冊閘門通過：DECISION_20260911_R460R_FIVE_REPLICATIONS_PREREG.md 授權 g_r460r5_harness_lcb2_a1
20 題（lcb2　offset=0　題序 [0, 20)）　輸出 runs/g_r460r5_harness_lcb2_a1
── 量具驗證（先答已知答案）
   範圍＝bank：對 lcb2 全 120 題裡有參考解的驗，本塊 20 題另外算出貨閘門覆蓋
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
   本塊出貨閘門覆蓋 20/20
── 模型池：6 個 agent／1 個模型家族
  [OFF 10/20] 需求符合=False 接受=True 累計呼叫=10
  [CONFORM 10/20] 需求符合=True 接受=True 累計呼叫=14
  [OFF5 10/20] 需求符合=True 接受=True 累計呼叫=50
  [HPI 10/20] 需求符合=False 接受=True 累計呼叫=14
  [HOC 10/20] 需求符合=True 接受=True 累計呼叫=26
  [HMIX 10/20] 需求符合=False 接受=True 累計呼叫=14
  [OFF 11/20] 需求符合=False 接受=True 累計呼叫=11
  [CONFORM 11/20] 需求符合=False 接受=False 累計呼叫=19
  [OFF5 11/20] 需求符合=False 接受=True 累計呼叫=55
  [HPI 11/20] 需求符合=False 接受=False 累計呼叫=19
  [HOC 11/20] 需求符合=True 接受=True 累計呼叫=31
  [HMIX 11/20] 需求符合=False 接受=False 累計呼叫=19
  [OFF 12/20] 需求符合=True 接受=True 累計呼叫=12
  [CONFORM 12/20] 需求符合=True 接受=True 累計呼叫=20
  [OFF5 12/20] 需求符合=True 接受=True 累計呼叫=60
  [HPI 12/20] 需求符合=True 接受=True 累計呼叫=20
  [HOC 12/20] 需求符合=True 接受=True 累計呼叫=33
  [HMIX 12/20] 需求符合=True 接受=True 累計呼叫=20
  [OFF 13/20] 需求符合=True 接受=True 累計呼叫=13
  [CONFORM 13/20] 需求符合=True 接受=True 累計呼叫=22
  [OFF5 13/20] 需求符合=False 接受=True 累計呼叫=65
  [HPI 13/20] 需求符合=False 接受=True 累計呼叫=22
  [HOC 13/20] 需求符合=True 接受=True 累計呼叫=35
  [HMIX 13/20] 需求符合=False 接受=True 累計呼叫=21
  [OFF 14/20] 需求符合=False 接受=True 累計呼叫=14
  [CONFORM 14/20] 需求符合=True 接受=True 累計呼叫=23
  [OFF5 14/20] 需求符合=False 接受=True 累計呼叫=70
  [HPI 14/20] 需求符合=True 接受=True 累計呼叫=24
  [HOC 14/20] 需求符合=True 接受=True 累計呼叫=37
  [HMIX 14/20] 需求符合=True 接受=True 累計呼叫=23
  [OFF 15/20] 需求符合=True 接受=True 累計呼叫=15
  [CONFORM 15/20] 需求符合=True 接受=True 累計呼叫=24
  [OFF5 15/20] 需求符合=True 接受=True 累計呼叫=75
  [HPI 15/20] 需求符合=True 接受=True 累計呼叫=25
  [HOC 15/20] 需求符合=True 接受=True 累計呼叫=39
  [HMIX 15/20] 需求符合=True 接受=True 累計呼叫=24
  [OFF 16/20] 需求符合=True 接受=True 累計呼叫=16
  [CONFORM 16/20] 需求符合=True 接受=True 累計呼叫=25
  [OFF5 16/20] 需求符合=True 接受=True 累計呼叫=80
  [HPI 16/20] 需求符合=True 接受=True 累計呼叫=26
  [HOC 16/20] 需求符合=True 接受=True 累計呼叫=41
  [HMIX 16/20] 需求符合=True 接受=True 累計呼叫=25
  [OFF 17/20] 需求符合=True 接受=True 累計呼叫=17
  [CONFORM 17/20] 需求符合=True 接受=True 累計呼叫=27
  [OFF5 17/20] 需求符合=True 接受=True 累計呼叫=85
  [HPI 17/20] 需求符合=True 接受=True 累計呼叫=30
  [HOC 17/20] 需求符合=True 接受=True 累計呼叫=43
  [HMIX 17/20] 需求符合=True 接受=True 累計呼叫=27
  [OFF 18/20] 需求符合=True 接受=True 累計呼叫=18
  [CONFORM 18/20] 需求符合=True 接受=True 累計呼叫=28
  [OFF5 18/20] 需求符合=True 接受=True 累計呼叫=90
  [HPI 18/20] 需求符合=True 接受=True 累計呼叫=32
  [HOC 18/20] 需求符合=True 接受=True 累計呼叫=45
  [HMIX 18/20] 需求符合=True 接受=True 累計呼叫=28
  [OFF 19/20] 需求符合=False 接受=True 累計呼叫=19
  [CONFORM 19/20] 需求符合=False 接受=True 累計呼叫=31
  [OFF5 19/20] 需求符合=True 接受=True 累計呼叫=95
  [HPI 19/20] 需求符合=True 接受=True 累計呼叫=33
  [HOC 19/20] 需求符合=False 接受=True 累計呼叫=47
  [HMIX 19/20] 需求符合=False 接受=True 累計呼叫=29
  [OFF 20/20] 需求符合=True 接受=True 累計呼叫=20
  [CONFORM 20/20] 需求符合=True 接受=True 累計呼叫=32
  [OFF5 20/20] 需求符合=True 接受=True 累計呼叫=100
  [HPI 20/20] 需求符合=True 接受=True 累計呼叫=34
  [HOC 20/20] 需求符合=True 接受=True 累計呼叫=49
  [HMIX 20/20] 需求符合=True 接受=True 累計呼叫=30
── OFF: {"tasks": 20, "calls": 20, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 10, "demand_equals_output_rate": 0.5, "coverage": 1.0, "correct_delivery_rate": 0.5, "raw_final_accuracy": 0.5, "calls_per_task": 1.0, "calls_per_correct_delivery": 2.0, "leaked": 10, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 20, "p50": 36842, "p95": 237546, "max": 279257}, "by_role": {"gen": {"n": 20, "p50": 36842, "p95": 237546, "max": 279257}}, "failed_attempts": 0}, "wall_s": 1334.7, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 20, "calls": 32, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 19, "accepted_and_meets_demand": 16, "demand_equals_output_rate": 0.8421052631578947, "coverage": 0.95, "correct_delivery_rate": 0.8, "raw_final_accuracy": 0.8, "calls_per_task": 1.6, "calls_per_correct_delivery": 2.0, "leaked": 3, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 32, "p50": 49929, "p95": 205526, "max": 311839}, "by_role": {"gen": {"n": 32, "p50": 49929, "p95": 205526, "max": 311839}}, "failed_attempts": 0}, "wall_s": 2440.7, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── OFF5: {"tasks": 20, "calls": 100, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 14, "demand_equals_output_rate": 0.7, "coverage": 1.0, "correct_delivery_rate": 0.7, "raw_final_accuracy": 0.7, "calls_per_task": 5.0, "calls_per_correct_delivery": 7.142857142857143, "leaked": 6, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 100, "p50": 44713, "p95": 189246, "max": 769741}, "by_role": {"gen": {"n": 100, "p50": 44713, "p95": 189246, "max": 769741}}, "failed_attempts": 0}, "wall_s": 6721.2, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HPI: {"tasks": 20, "calls": 34, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 17, "accepted_and_meets_demand": 12, "demand_equals_output_rate": 0.7058823529411765, "coverage": 0.85, "correct_delivery_rate": 0.6, "raw_final_accuracy": 0.6, "calls_per_task": 1.7, "calls_per_correct_delivery": 2.8333333333333335, "leaked": 5, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 35, "p50": 35185, "p95": 206568, "max": 328477}, "by_role": {"gen": {"n": 34, "p50": 35185, "p95": 206568, "max": 328477}, "wire_probe": {"n": 1, "p50": 3093, "p95": 3093, "max": 3093}}, "failed_attempts": 0}, "wall_s": 1983.6, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HOC: {"tasks": 20, "calls": 49, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 19, "accepted_and_meets_demand": 16, "demand_equals_output_rate": 0.8421052631578947, "coverage": 0.95, "correct_delivery_rate": 0.8, "raw_final_accuracy": 0.8, "calls_per_task": 2.45, "calls_per_correct_delivery": 3.0625, "leaked": 3, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 49, "p50": 11136, "p95": 246760, "max": 360042}, "by_role": {"gen": {"n": 49, "p50": 11136, "p95": 246760, "max": 360042}}, "failed_attempts": 0}, "wall_s": 2221.0, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HMIX: {"tasks": 20, "calls": 30, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 13, "demand_equals_output_rate": 0.7222222222222222, "coverage": 0.9, "correct_delivery_rate": 0.65, "raw_final_accuracy": 0.65, "calls_per_task": 1.5, "calls_per_correct_delivery": 2.3076923076923075, "leaked": 5, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 30, "p50": 28101, "p95": 445218, "max": 570312}, "by_role": {"gen": {"n": 30, "p50": 28101, "p95": 445218, "max": 570312}}, "failed_attempts": 0}, "wall_s": 2495.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r460r5_harness_lcb2_a1/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
