預註冊閘門通過：DECISION_20260906_R449B_EQ5_LCB2_PREREG.md 授權 g_r449_eq5_lcb2
120 題（lcb2　offset=0　題序 [0, 120)）　輸出 runs/g_r449_eq5_lcb2
── 量具驗證（先答已知答案）
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
── 模型池：6 個 agent／1 個模型家族
  [EQ5 57/120] 需求符合=True 接受=True 累計呼叫=285
  [EQ5 58/120] 需求符合=True 接受=True 累計呼叫=290
  [EQ5 59/120] 需求符合=False 接受=False 累計呼叫=295
  [EQ5 60/120] 需求符合=True 接受=True 累計呼叫=300
  [EQ5 61/120] 需求符合=True 接受=True 累計呼叫=305
  [EQ5 62/120] 需求符合=False 接受=True 累計呼叫=310
  [EQ5 63/120] 需求符合=True 接受=True 累計呼叫=315
  [EQ5 64/120] 需求符合=False 接受=True 累計呼叫=320
  [EQ5 65/120] 需求符合=False 接受=True 累計呼叫=325
  [EQ5 66/120] 需求符合=True 接受=True 累計呼叫=330
  [EQ5 67/120] 需求符合=True 接受=True 累計呼叫=335
  [EQ5 68/120] 需求符合=True 接受=True 累計呼叫=340
  [EQ5 69/120] 需求符合=False 接受=True 累計呼叫=345
  [EQ5 70/120] 需求符合=False 接受=True 累計呼叫=350
  [EQ5 71/120] 需求符合=True 接受=True 累計呼叫=355
  [EQ5 72/120] 需求符合=True 接受=True 累計呼叫=360
  [EQ5 73/120] 需求符合=True 接受=True 累計呼叫=365
  [EQ5 74/120] 需求符合=True 接受=True 累計呼叫=370
  [EQ5 75/120] 需求符合=False 接受=False 累計呼叫=375
  [EQ5 76/120] 需求符合=True 接受=True 累計呼叫=380
  [EQ5 77/120] 需求符合=True 接受=True 累計呼叫=385
  [EQ5 78/120] 需求符合=True 接受=True 累計呼叫=390
  [EQ5 79/120] 需求符合=False 接受=True 累計呼叫=395
  [EQ5 80/120] 需求符合=True 接受=True 累計呼叫=400
  [EQ5 81/120] 需求符合=True 接受=True 累計呼叫=405
  [EQ5 82/120] 需求符合=True 接受=True 累計呼叫=410
  [EQ5 83/120] 需求符合=True 接受=True 累計呼叫=415
  [EQ5 84/120] 需求符合=True 接受=True 累計呼叫=420
  [EQ5 85/120] 需求符合=True 接受=True 累計呼叫=425
  [EQ5 86/120] 需求符合=True 接受=True 累計呼叫=430
  [EQ5 87/120] 需求符合=True 接受=True 累計呼叫=435
  [EQ5 88/120] 需求符合=False 接受=False 累計呼叫=440
  [EQ5 89/120] 需求符合=True 接受=True 累計呼叫=445
  [EQ5 90/120] 需求符合=True 接受=True 累計呼叫=450
  [EQ5 91/120] 需求符合=True 接受=True 累計呼叫=455
  [EQ5 92/120] 需求符合=True 接受=True 累計呼叫=460
  [EQ5 93/120] 需求符合=False 接受=True 累計呼叫=465
  [EQ5 94/120] 需求符合=True 接受=True 累計呼叫=470
  [EQ5 95/120] 需求符合=True 接受=True 累計呼叫=475
  [EQ5 96/120] 需求符合=True 接受=True 累計呼叫=480
  [EQ5 97/120] 需求符合=False 接受=True 累計呼叫=485
  [EQ5 98/120] 需求符合=False 接受=True 累計呼叫=490
  [EQ5 99/120] 需求符合=True 接受=True 累計呼叫=495
  [EQ5 100/120] 需求符合=True 接受=True 累計呼叫=500
  [EQ5 101/120] 需求符合=True 接受=True 累計呼叫=505
  [EQ5 102/120] 需求符合=False 接受=True 累計呼叫=510
  [EQ5 103/120] 需求符合=False 接受=True 累計呼叫=515
  [EQ5 104/120] 需求符合=True 接受=True 累計呼叫=520
  [EQ5 105/120] 需求符合=False 接受=True 累計呼叫=525
  [EQ5 106/120] 需求符合=False 接受=True 累計呼叫=530
  [EQ5 107/120] 需求符合=True 接受=True 累計呼叫=535
  [EQ5 108/120] 需求符合=False 接受=False 累計呼叫=540
  [EQ5 109/120] 需求符合=True 接受=True 累計呼叫=545
  [EQ5 110/120] 需求符合=True 接受=True 累計呼叫=550
  [EQ5 111/120] 需求符合=True 接受=True 累計呼叫=555
  [EQ5 112/120] 需求符合=True 接受=True 累計呼叫=560
  [EQ5 113/120] 需求符合=True 接受=True 累計呼叫=565
  [EQ5 114/120] 需求符合=True 接受=True 累計呼叫=570
  [EQ5 115/120] 需求符合=False 接受=True 累計呼叫=575
  [EQ5 116/120] 需求符合=True 接受=True 累計呼叫=580
  [EQ5 117/120] 需求符合=True 接受=True 累計呼叫=585
  [EQ5 118/120] 需求符合=False 接受=True 累計呼叫=590
  [EQ5 119/120] 需求符合=True 接受=True 累計呼叫=595
  [EQ5 120/120] 需求符合=True 接受=True 累計呼叫=600
── EQ5: {"tasks": 120, "calls": 600, "infra_void": 0, "complete": true, "terminal": true, "processed": 120, "accepted": 112, "accepted_and_meets_demand": 85, "demand_equals_output_rate": 0.7589285714285714, "coverage": 0.9333333333333333, "correct_delivery_rate": 0.7083333333333334, "raw_final_accuracy": 0.7083333333333334, "calls_per_task": 5.0, "calls_per_correct_delivery": 7.0588235294117645, "leaked": 27, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": 0.7083333333333334, "eq5_vote_delivery_rate": 0.625, "eq5_same_choice_rate": 0.25, "eq5_same_choice_effective_rate": 0.225, "endpoint_latency_ms": {"all": {"n": 600, "p50": 26146, "p95": 121248, "max": 355515}, "by_role": {"gen": {"n": 600, "p50": 26146, "p95": 121248, "max": 355515}}, "failed_attempts": 2}, "wall_s": 24143.1, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r449_eq5_lcb2/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
