預註冊閘門通過：DECISION_20260911_R460R_FIVE_REPLICATIONS_PREREG.md 授權 g_r460r1_harness_lcb2_a2
20 題（lcb2　offset=20　題序 [20, 40)）　輸出 runs/g_r460r1_harness_lcb2_a2
── 量具驗證（先答已知答案）
   範圍＝bank：對 lcb2 全 120 題裡有參考解的驗，本塊 20 題另外算出貨閘門覆蓋
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
   本塊出貨閘門覆蓋 20/20
── 模型池：6 個 agent／1 個模型家族
  [OFF5 9/20] 需求符合=False 接受=True 累計呼叫=45
  [HPI 9/20] 需求符合=False 接受=True 累計呼叫=15
  [HOC 9/20] 需求符合=False 接受=True 累計呼叫=18
  [HMIX 9/20] 需求符合=False 接受=True 累計呼叫=15
  [OFF 10/20] 需求符合=True 接受=True 累計呼叫=10
  [CONFORM 10/20] 需求符合=False 接受=True 累計呼叫=18
  [OFF5 10/20] 需求符合=True 接受=True 累計呼叫=50
  [HPI 10/20] 需求符合=True 接受=True 累計呼叫=16
  [HOC 10/20] 需求符合=True 接受=True 累計呼叫=20
  [HMIX 10/20] 需求符合=False 接受=True 累計呼叫=16
  [OFF 11/20] 需求符合=False 接受=True 累計呼叫=11
  [CONFORM 11/20] 需求符合=False 接受=True 累計呼叫=22
  [OFF5 11/20] 需求符合=False 接受=True 累計呼叫=55
  [HPI 11/20] 需求符合=False 接受=True 累計呼叫=18
  [HOC 11/20] 需求符合=True 接受=True 累計呼叫=23
  [HMIX 11/20] 需求符合=True 接受=True 累計呼叫=18
  [OFF 12/20] 需求符合=False 接受=True 累計呼叫=12
  [CONFORM 12/20] 需求符合=False 接受=True 累計呼叫=24
  [OFF5 12/20] 需求符合=False 接受=True 累計呼叫=60
  [HPI 12/20] 需求符合=False 接受=True 累計呼叫=20
  [HOC 12/20] 需求符合=False 接受=True 累計呼叫=25
  [HMIX 12/20] 需求符合=False 接受=True 累計呼叫=19
  [OFF 13/20] 需求符合=False 接受=True 累計呼叫=13
  [CONFORM 13/20] 需求符合=True 接受=True 累計呼叫=26
  [OFF5 13/20] 需求符合=True 接受=True 累計呼叫=65
  [HPI 13/20] 需求符合=False 接受=True 累計呼叫=21
  [HOC 13/20] 需求符合=True 接受=True 累計呼叫=27
  [HMIX 13/20] 需求符合=True 接受=True 累計呼叫=21
  [OFF 14/20] 需求符合=False 接受=True 累計呼叫=14
  [CONFORM 14/20] 需求符合=True 接受=True 累計呼叫=27
  [OFF5 14/20] 需求符合=True 接受=True 累計呼叫=70
  [HPI 14/20] 需求符合=True 接受=True 累計呼叫=22
  [HOC 14/20] 需求符合=True 接受=True 累計呼叫=29
  [HMIX 14/20] 需求符合=True 接受=True 累計呼叫=22
  [OFF 15/20] 需求符合=False 接受=True 累計呼叫=15
  [CONFORM 15/20] 需求符合=False 接受=False 累計呼叫=32
  [OFF5 15/20] 需求符合=False 接受=True 累計呼叫=75
  [HPI 15/20] 需求符合=True 接受=True 累計呼叫=23
  [HOC 15/20] 需求符合=True 接受=True 累計呼叫=31
  [HMIX 15/20] 需求符合=False 接受=False 累計呼叫=26
  [OFF 16/20] 需求符合=False 接受=True 累計呼叫=16
  [CONFORM 16/20] 需求符合=False 接受=True 累計呼叫=36
  [OFF5 16/20] 需求符合=False 接受=True 累計呼叫=80
  [HPI 16/20] 需求符合=False 接受=False 累計呼叫=25
  [HOC 16/20] 需求符合=True 接受=True 累計呼叫=33
  [HMIX 16/20] 需求符合=True 接受=True 累計呼叫=27
  [OFF 17/20] 需求符合=True 接受=True 累計呼叫=17
  [CONFORM 17/20] 需求符合=True 接受=True 累計呼叫=37
  [OFF5 17/20] 需求符合=True 接受=True 累計呼叫=85
  [HPI 17/20] 需求符合=True 接受=True 累計呼叫=26
  [HOC 17/20] 需求符合=True 接受=True 累計呼叫=35
  [HMIX 17/20] 需求符合=True 接受=True 累計呼叫=28
  [OFF 18/20] 需求符合=True 接受=True 累計呼叫=18
  [CONFORM 18/20] 需求符合=True 接受=True 累計呼叫=38
  [OFF5 18/20] 需求符合=True 接受=True 累計呼叫=90
  [HPI 18/20] 需求符合=True 接受=True 累計呼叫=27
  [HOC 18/20] 需求符合=True 接受=True 累計呼叫=37
  [HMIX 18/20] 需求符合=True 接受=True 累計呼叫=29
  [OFF 19/20] 需求符合=True 接受=True 累計呼叫=19
  [CONFORM 19/20] 需求符合=True 接受=True 累計呼叫=39
  [OFF5 19/20] 需求符合=True 接受=True 累計呼叫=95
  [HPI 19/20] 需求符合=True 接受=True 累計呼叫=30
  [HOC 19/20] 需求符合=True 接受=True 累計呼叫=39
  [HMIX 19/20] 需求符合=True 接受=True 累計呼叫=30
  [OFF 20/20] 需求符合=False 接受=True 累計呼叫=20
  [CONFORM 20/20] 需求符合=False 接受=True 累計呼叫=40
  [OFF5 20/20] 需求符合=False 接受=True 累計呼叫=100
  [HPI 20/20] 需求符合=False 接受=True 累計呼叫=32
  [HOC 20/20] 需求符合=False 接受=True 累計呼叫=42
  [HMIX 20/20] 需求符合=False 接受=True 累計呼叫=31
── OFF: {"tasks": 20, "calls": 20, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 10, "demand_equals_output_rate": 0.5, "coverage": 1.0, "correct_delivery_rate": 0.5, "raw_final_accuracy": 0.5, "calls_per_task": 1.0, "calls_per_correct_delivery": 2.0, "leaked": 10, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 20, "p50": 32034, "p95": 97310, "max": 190392}, "by_role": {"gen": {"n": 20, "p50": 32034, "p95": 97310, "max": 190392}}, "failed_attempts": 0}, "wall_s": 967.0, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 20, "calls": 40, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 19, "accepted_and_meets_demand": 11, "demand_equals_output_rate": 0.5789473684210527, "coverage": 0.95, "correct_delivery_rate": 0.55, "raw_final_accuracy": 0.55, "calls_per_task": 2.0, "calls_per_correct_delivery": 3.6363636363636362, "leaked": 8, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 40, "p50": 46970, "p95": 163267, "max": 304365}, "by_role": {"gen": {"n": 40, "p50": 46970, "p95": 163267, "max": 304365}}, "failed_attempts": 0}, "wall_s": 2645.3, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── OFF5: {"tasks": 20, "calls": 100, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 13, "demand_equals_output_rate": 0.65, "coverage": 1.0, "correct_delivery_rate": 0.65, "raw_final_accuracy": 0.65, "calls_per_task": 5.0, "calls_per_correct_delivery": 7.6923076923076925, "leaked": 7, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 100, "p50": 34729, "p95": 180833, "max": 521286}, "by_role": {"gen": {"n": 100, "p50": 34729, "p95": 180833, "max": 521286}}, "failed_attempts": 0}, "wall_s": 6285.7, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HPI: {"tasks": 20, "calls": 32, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 13, "demand_equals_output_rate": 0.7222222222222222, "coverage": 0.9, "correct_delivery_rate": 0.65, "raw_final_accuracy": 0.65, "calls_per_task": 1.6, "calls_per_correct_delivery": 2.4615384615384617, "leaked": 5, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 33, "p50": 29369, "p95": 260028, "max": 422770}, "by_role": {"gen": {"n": 32, "p50": 29369, "p95": 260028, "max": 422770}, "wire_probe": {"n": 1, "p50": 1810, "p95": 1810, "max": 1810}}, "failed_attempts": 0}, "wall_s": 1953.2, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HOC: {"tasks": 20, "calls": 42, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 16, "demand_equals_output_rate": 0.8, "coverage": 1.0, "correct_delivery_rate": 0.8, "raw_final_accuracy": 0.8, "calls_per_task": 2.1, "calls_per_correct_delivery": 2.625, "leaked": 4, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 42, "p50": 13145, "p95": 133579, "max": 245713}, "by_role": {"gen": {"n": 42, "p50": 13145, "p95": 133579, "max": 245713}}, "failed_attempts": 0}, "wall_s": 1275.1, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HMIX: {"tasks": 20, "calls": 31, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 13, "demand_equals_output_rate": 0.7222222222222222, "coverage": 0.9, "correct_delivery_rate": 0.65, "raw_final_accuracy": 0.65, "calls_per_task": 1.55, "calls_per_correct_delivery": 2.3846153846153846, "leaked": 5, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 31, "p50": 30460, "p95": 185603, "max": 224190}, "by_role": {"gen": {"n": 31, "p50": 30460, "p95": 185603, "max": 224190}}, "failed_attempts": 0}, "wall_s": 1681.2, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r460r1_harness_lcb2_a2/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
