預註冊閘門通過：DECISION_20260903_R445_CONFORM_BANK_EXTENSION.md 授權 g_r445_conform_mbpp_ext
192 題（evalplus　offset=179　題序 [179, 371)）　輸出 runs/g_r445_conform_mbpp_ext
── 量具驗證（先答已知答案）
   參考解通過 192/192　壞解被擋 192/192
   可見閘門（CONFORM 決策量具）參考解通過 192/192　樁被擋 192/192　覆蓋 192/192
── 模型池：6 個 agent／1 個模型家族
  [CONFORM 19/192] 需求符合=True 接受=True 累計呼叫=27
  [OFF5 19/192] 需求符合=False 接受=True 累計呼叫=95
  [OFF 20/192] 需求符合=True 接受=True 累計呼叫=20
  [CONFORM 20/192] 需求符合=True 接受=True 累計呼叫=28
  [OFF5 20/192] 需求符合=True 接受=True 累計呼叫=100
  [OFF 21/192] 需求符合=True 接受=True 累計呼叫=21
  [CONFORM 21/192] 需求符合=True 接受=True 累計呼叫=29
  [OFF5 21/192] 需求符合=True 接受=True 累計呼叫=105
  [OFF 22/192] 需求符合=True 接受=True 累計呼叫=22
  [CONFORM 22/192] 需求符合=True 接受=True 累計呼叫=30
  [OFF5 22/192] 需求符合=True 接受=True 累計呼叫=110
  [OFF 23/192] 需求符合=True 接受=True 累計呼叫=23
  [CONFORM 23/192] 需求符合=True 接受=True 累計呼叫=31
  [OFF5 23/192] 需求符合=True 接受=True 累計呼叫=115
  [OFF 24/192] 需求符合=True 接受=True 累計呼叫=24
  [CONFORM 24/192] 需求符合=True 接受=True 累計呼叫=32
  [OFF5 24/192] 需求符合=True 接受=True 累計呼叫=120
  [OFF 25/192] 需求符合=True 接受=True 累計呼叫=25
  [CONFORM 25/192] 需求符合=True 接受=True 累計呼叫=33
  [OFF5 25/192] 需求符合=True 接受=True 累計呼叫=125
  [OFF 26/192] 需求符合=True 接受=True 累計呼叫=26
  [CONFORM 26/192] 需求符合=True 接受=True 累計呼叫=34
  [OFF5 26/192] 需求符合=True 接受=True 累計呼叫=130
  [OFF 27/192] 需求符合=True 接受=True 累計呼叫=27
  [CONFORM 27/192] 需求符合=True 接受=True 累計呼叫=35
  [OFF5 27/192] 需求符合=True 接受=True 累計呼叫=135
  [OFF 28/192] 需求符合=False 接受=True 累計呼叫=28
  [CONFORM 28/192] 需求符合=False 接受=False 累計呼叫=40
  [OFF5 28/192] 需求符合=False 接受=True 累計呼叫=140
  [OFF 29/192] 需求符合=True 接受=True 累計呼叫=29
  [CONFORM 29/192] 需求符合=True 接受=True 累計呼叫=41
  [OFF5 29/192] 需求符合=True 接受=True 累計呼叫=145
  [OFF 30/192] 需求符合=False 接受=True 累計呼叫=30
  [CONFORM 30/192] 需求符合=True 接受=True 累計呼叫=43
  [OFF5 30/192] 需求符合=True 接受=True 累計呼叫=150
  [OFF 31/192] 需求符合=True 接受=True 累計呼叫=31
  [CONFORM 31/192] 需求符合=True 接受=True 累計呼叫=44
  [OFF5 31/192] 需求符合=True 接受=True 累計呼叫=155
  [OFF 32/192] 需求符合=True 接受=True 累計呼叫=32
  [CONFORM 32/192] 需求符合=True 接受=True 累計呼叫=45
  [OFF5 32/192] 需求符合=True 接受=True 累計呼叫=160
  [OFF 33/192] 需求符合=False 接受=True 累計呼叫=33
  [CONFORM 33/192] 需求符合=True 接受=True 累計呼叫=49
  [OFF5 33/192] 需求符合=False 接受=True 累計呼叫=165
  [OFF 34/192] 需求符合=True 接受=True 累計呼叫=34
  [CONFORM 34/192] 需求符合=True 接受=True 累計呼叫=50
  [OFF5 34/192] 需求符合=True 接受=True 累計呼叫=170
  [OFF 35/192] 需求符合=False 接受=True 累計呼叫=35
  [CONFORM 35/192] 需求符合=True 接受=True 累計呼叫=51
  [OFF5 35/192] 需求符合=False 接受=True 累計呼叫=175
  [OFF 36/192] 需求符合=False 接受=True 累計呼叫=36
  [CONFORM 36/192] 需求符合=True 接受=True 累計呼叫=54
  [OFF5 36/192] 需求符合=True 接受=True 累計呼叫=180
  [OFF 37/192] 需求符合=True 接受=True 累計呼叫=37
  [CONFORM 37/192] 需求符合=True 接受=True 累計呼叫=55
  [OFF5 37/192] 需求符合=True 接受=True 累計呼叫=185
  [OFF 38/192] 需求符合=True 接受=True 累計呼叫=38
  [CONFORM 38/192] 需求符合=True 接受=True 累計呼叫=58
  [OFF5 38/192] 需求符合=False 接受=True 累計呼叫=190
  [OFF 39/192] 需求符合=True 接受=True 累計呼叫=39
  [CONFORM 39/192] 需求符合=True 接受=True 累計呼叫=59
  [OFF5 39/192] 需求符合=True 接受=True 累計呼叫=195
  [OFF 40/192] 需求符合=True 接受=True 累計呼叫=40
  [CONFORM 40/192] 需求符合=True 接受=True 累計呼叫=60
  [OFF5 40/192] 需求符合=True 接受=True 累計呼叫=200
  [OFF 41/192] 需求符合=False 接受=True 累計呼叫=41
  [CONFORM 41/192] 需求符合=False 接受=True 累計呼叫=61
  [OFF5 41/192] 需求符合=False 接受=True 累計呼叫=205
  [OFF 42/192] 需求符合=True 接受=True 累計呼叫=42
  [CONFORM 42/192] 需求符合=True 接受=True 累計呼叫=62
  [OFF5 42/192] 需求符合=True 接受=True 累計呼叫=210
  [OFF 43/192] 需求符合=False 接受=True 累計呼叫=43
  [CONFORM 43/192] 需求符合=False 接受=False 累計呼叫=67
  [OFF5 43/192] 需求符合=False 接受=True 累計呼叫=215
  [OFF 44/192] 需求符合=False 接受=True 累計呼叫=44
  [CONFORM 44/192] 需求符合=False 接受=False 累計呼叫=72
  [OFF5 44/192] 需求符合=False 接受=True 累計呼叫=220
  [OFF 45/192] 需求符合=True 接受=True 累計呼叫=45
  [CONFORM 45/192] 需求符合=True 接受=True 累計呼叫=73
  [OFF5 45/192] 需求符合=True 接受=True 累計呼叫=225
  [OFF 46/192] 需求符合=True 接受=True 累計呼叫=46
  [CONFORM 46/192] 需求符合=True 接受=True 累計呼叫=74
  [OFF5 46/192] 需求符合=True 接受=True 累計呼叫=230
  [OFF 47/192] 需求符合=True 接受=True 累計呼叫=47
  [CONFORM 47/192] 需求符合=True 接受=True 累計呼叫=75
  [OFF5 47/192] 需求符合=True 接受=True 累計呼叫=235
  [OFF 48/192] 需求符合=False 接受=True 累計呼叫=48
  [CONFORM 48/192] 需求符合=True 接受=True 累計呼叫=76
  [OFF5 48/192] 需求符合=True 接受=True 累計呼叫=240
  [OFF 49/192] 需求符合=True 接受=True 累計呼叫=49
  [CONFORM 49/192] 需求符合=False 接受=True 累計呼叫=77
  [OFF5 49/192] 需求符合=True 接受=True 累計呼叫=245
  [OFF 50/192] 需求符合=True 接受=True 累計呼叫=50
  [CONFORM 50/192] 需求符合=True 接受=True 累計呼叫=78
  [OFF5 50/192] 需求符合=True 接受=True 累計呼叫=250
  [OFF 51/192] 需求符合=True 接受=True 累計呼叫=51
  [CONFORM 51/192] 需求符合=True 接受=True 累計呼叫=79
  [OFF5 51/192] 需求符合=False 接受=True 累計呼叫=255
  [OFF 52/192] 需求符合=False 接受=True 累計呼叫=52
  [CONFORM 52/192] 需求符合=True 接受=True 累計呼叫=80
  [OFF5 52/192] 需求符合=False 接受=True 累計呼叫=260
  [OFF 53/192] 需求符合=True 接受=True 累計呼叫=53
  [CONFORM 53/192] 需求符合=True 接受=True 累計呼叫=81
  [OFF5 53/192] 需求符合=True 接受=True 累計呼叫=265
  [OFF 54/192] 需求符合=True 接受=True 累計呼叫=54
  [CONFORM 54/192] 需求符合=True 接受=True 累計呼叫=82
  [OFF5 54/192] 需求符合=True 接受=True 累計呼叫=270
  [OFF 55/192] 需求符合=True 接受=True 累計呼叫=55
  [CONFORM 55/192] 需求符合=True 接受=True 累計呼叫=83
  [OFF5 55/192] 需求符合=True 接受=True 累計呼叫=275
  [OFF 56/192] 需求符合=True 接受=True 累計呼叫=56
  [CONFORM 56/192] 需求符合=True 接受=True 累計呼叫=84
  [OFF5 56/192] 需求符合=True 接受=True 累計呼叫=280
  [OFF 57/192] 需求符合=True 接受=True 累計呼叫=57
  [CONFORM 57/192] 需求符合=False 接受=True 累計呼叫=88
  [OFF5 57/192] 需求符合=False 接受=True 累計呼叫=285
  [OFF 58/192] 需求符合=True 接受=True 累計呼叫=58
  [CONFORM 58/192] 需求符合=True 接受=True 累計呼叫=89
  [OFF5 58/192] 需求符合=True 接受=True 累計呼叫=290
  [OFF 59/192] 需求符合=True 接受=True 累計呼叫=59
  [CONFORM 59/192] 需求符合=True 接受=True 累計呼叫=90
  [OFF5 59/192] 需求符合=True 接受=True 累計呼叫=295
  [OFF 60/192] 需求符合=True 接受=True 累計呼叫=60
  [CONFORM 60/192] 需求符合=True 接受=True 累計呼叫=91
  [OFF5 60/192] 需求符合=True 接受=True 累計呼叫=300
  [OFF 61/192] 需求符合=True 接受=True 累計呼叫=61
  [CONFORM 61/192] 需求符合=True 接受=True 累計呼叫=92
  [OFF5 61/192] 需求符合=True 接受=True 累計呼叫=305
  [OFF 62/192] 需求符合=False 接受=True 累計呼叫=62
  [CONFORM 62/192] 需求符合=False 接受=True 累計呼叫=95
  [OFF5 62/192] 需求符合=False 接受=True 累計呼叫=310
  [OFF 63/192] 需求符合=True 接受=True 累計呼叫=63
  [CONFORM 63/192] 需求符合=True 接受=True 累計呼叫=96
  [OFF5 63/192] 需求符合=True 接受=True 累計呼叫=315
  [OFF 64/192] 需求符合=True 接受=True 累計呼叫=64
  [CONFORM 64/192] 需求符合=True 接受=True 累計呼叫=97
  [OFF5 64/192] 需求符合=True 接受=True 累計呼叫=320
  [OFF 65/192] 需求符合=True 接受=True 累計呼叫=65
  [CONFORM 65/192] 需求符合=True 接受=True 累計呼叫=98
  [OFF5 65/192] 需求符合=True 接受=True 累計呼叫=325
  [OFF 66/192] 需求符合=False 接受=True 累計呼叫=66
  [CONFORM 66/192] 需求符合=True 接受=True 累計呼叫=99
  [OFF5 66/192] 需求符合=True 接受=True 累計呼叫=330
  [OFF 67/192] 需求符合=True 接受=True 累計呼叫=67
  [CONFORM 67/192] 需求符合=True 接受=True 累計呼叫=100
  [OFF5 67/192] 需求符合=True 接受=True 累計呼叫=335
  [OFF 68/192] 需求符合=True 接受=True 累計呼叫=68
  [CONFORM 68/192] 需求符合=True 接受=True 累計呼叫=101
  [OFF5 68/192] 需求符合=True 接受=True 累計呼叫=340
  [OFF 69/192] 需求符合=True 接受=True 累計呼叫=69
  [CONFORM 69/192] 需求符合=True 接受=True 累計呼叫=102
  [OFF5 69/192] 需求符合=True 接受=True 累計呼叫=345
  [OFF 70/192] 需求符合=False 接受=True 累計呼叫=70
  [CONFORM 70/192] 需求符合=False 接受=True 累計呼叫=103
  [OFF5 70/192] 需求符合=False 接受=True 累計呼叫=350
  [OFF 71/192] 需求符合=False 接受=True 累計呼叫=71
  [CONFORM 71/192] 需求符合=False 接受=False 累計呼叫=108
  [OFF5 71/192] 需求符合=False 接受=True 累計呼叫=355
  [OFF 72/192] 需求符合=False 接受=True 累計呼叫=72
  [CONFORM 72/192] 需求符合=False 接受=False 累計呼叫=113
  [OFF5 72/192] 需求符合=False 接受=True 累計呼叫=360
  [OFF 73/192] 需求符合=True 接受=True 累計呼叫=73
  [CONFORM 73/192] 需求符合=True 接受=True 累計呼叫=114
  [OFF5 73/192] 需求符合=True 接受=True 累計呼叫=365
  [OFF 74/192] 需求符合=True 接受=True 累計呼叫=74
  [CONFORM 74/192] 需求符合=True 接受=True 累計呼叫=115
  [OFF5 74/192] 需求符合=True 接受=True 累計呼叫=370
  [OFF 75/192] 需求符合=True 接受=True 累計呼叫=75
  [CONFORM 75/192] 需求符合=True 接受=True 累計呼叫=116
  [OFF5 75/192] 需求符合=True 接受=True 累計呼叫=375
  [OFF 76/192] 需求符合=True 接受=True 累計呼叫=76
  [CONFORM 76/192] 需求符合=True 接受=True 累計呼叫=118
  [OFF5 76/192] 需求符合=True 接受=True 累計呼叫=380
  [OFF 77/192] 需求符合=True 接受=True 累計呼叫=77
  [CONFORM 77/192] 需求符合=True 接受=True 累計呼叫=119
  [OFF5 77/192] 需求符合=True 接受=True 累計呼叫=385
  [OFF 78/192] 需求符合=True 接受=True 累計呼叫=78
  [CONFORM 78/192] 需求符合=True 接受=True 累計呼叫=120
  [OFF5 78/192] 需求符合=True 接受=True 累計呼叫=390
  [OFF 79/192] 需求符合=True 接受=True 累計呼叫=79
  [CONFORM 79/192] 需求符合=True 接受=True 累計呼叫=121
  [OFF5 79/192] 需求符合=True 接受=True 累計呼叫=395
  [OFF 80/192] 需求符合=True 接受=True 累計呼叫=80
  [CONFORM 80/192] 需求符合=True 接受=True 累計呼叫=122
  [OFF5 80/192] 需求符合=True 接受=True 累計呼叫=400
  [OFF 81/192] 需求符合=True 接受=True 累計呼叫=81
  [CONFORM 81/192] 需求符合=True 接受=True 累計呼叫=123
  [OFF5 81/192] 需求符合=True 接受=True 累計呼叫=405
  [OFF 82/192] 需求符合=True 接受=True 累計呼叫=82
  [CONFORM 82/192] 需求符合=True 接受=True 累計呼叫=124
  [OFF5 82/192] 需求符合=True 接受=True 累計呼叫=410
  [OFF 83/192] 需求符合=True 接受=True 累計呼叫=83
  [CONFORM 83/192] 需求符合=True 接受=True 累計呼叫=125
  [OFF5 83/192] 需求符合=True 接受=True 累計呼叫=415
  [OFF 84/192] 需求符合=False 接受=True 累計呼叫=84
  [CONFORM 84/192] 需求符合=False 接受=True 累計呼叫=126
  [OFF5 84/192] 需求符合=False 接受=True 累計呼叫=420
  [OFF 85/192] 需求符合=False 接受=True 累計呼叫=85
  [CONFORM 85/192] 需求符合=False 接受=False 累計呼叫=131
  [OFF5 85/192] 需求符合=False 接受=True 累計呼叫=425
  [OFF 86/192] 需求符合=False 接受=True 累計呼叫=86
  [CONFORM 86/192] 需求符合=False 接受=True 累計呼叫=132
  [OFF5 86/192] 需求符合=False 接受=True 累計呼叫=430
  [OFF 87/192] 需求符合=True 接受=True 累計呼叫=87
  [CONFORM 87/192] 需求符合=True 接受=True 累計呼叫=133
  [OFF5 87/192] 需求符合=True 接受=True 累計呼叫=435
  [OFF 88/192] 需求符合=False 接受=True 累計呼叫=88
  [CONFORM 88/192] 需求符合=False 接受=False 累計呼叫=138
  [OFF5 88/192] 需求符合=False 接受=True 累計呼叫=440
  [OFF 89/192] 需求符合=True 接受=True 累計呼叫=89
  [CONFORM 89/192] 需求符合=True 接受=True 累計呼叫=139
  [OFF5 89/192] 需求符合=False 接受=True 累計呼叫=445
  [OFF 90/192] 需求符合=True 接受=True 累計呼叫=90
  [CONFORM 90/192] 需求符合=True 接受=True 累計呼叫=140
  [OFF5 90/192] 需求符合=True 接受=True 累計呼叫=450
  [OFF 91/192] 需求符合=False 接受=True 累計呼叫=91
  [CONFORM 91/192] 需求符合=True 接受=True 累計呼叫=141
  [OFF5 91/192] 需求符合=False 接受=True 累計呼叫=455
  [OFF 92/192] 需求符合=True 接受=True 累計呼叫=92
  [CONFORM 92/192] 需求符合=True 接受=True 累計呼叫=142
  [OFF5 92/192] 需求符合=True 接受=True 累計呼叫=460
  [OFF 93/192] 需求符合=False 接受=True 累計呼叫=93
  [CONFORM 93/192] 需求符合=True 接受=True 累計呼叫=144
  [OFF5 93/192] 需求符合=False 接受=True 累計呼叫=465
  [OFF 94/192] 需求符合=True 接受=True 累計呼叫=94
  [CONFORM 94/192] 需求符合=True 接受=True 累計呼叫=145
  [OFF5 94/192] 需求符合=True 接受=True 累計呼叫=470
  [OFF 95/192] 需求符合=True 接受=True 累計呼叫=95
  [CONFORM 95/192] 需求符合=True 接受=True 累計呼叫=146
<unknown>:4: SyntaxWarning: invalid escape sequence '\s'
  [OFF5 95/192] 需求符合=True 接受=True 累計呼叫=475
  [OFF 96/192] 需求符合=True 接受=True 累計呼叫=96
  [CONFORM 96/192] 需求符合=True 接受=True 累計呼叫=147
  [OFF5 96/192] 需求符合=True 接受=True 累計呼叫=480
  [OFF 97/192] 需求符合=False 接受=True 累計呼叫=97
  [CONFORM 97/192] 需求符合=False 接受=False 累計呼叫=152
  [OFF5 97/192] 需求符合=False 接受=True 累計呼叫=485
  [OFF 98/192] 需求符合=True 接受=True 累計呼叫=98
  [CONFORM 98/192] 需求符合=True 接受=True 累計呼叫=153
  [OFF5 98/192] 需求符合=True 接受=True 累計呼叫=490
  [OFF 99/192] 需求符合=True 接受=True 累計呼叫=99
  [CONFORM 99/192] 需求符合=True 接受=True 累計呼叫=154
  [OFF5 99/192] 需求符合=True 接受=True 累計呼叫=495
  [OFF 100/192] 需求符合=True 接受=True 累計呼叫=100
  [CONFORM 100/192] 需求符合=True 接受=True 累計呼叫=155
  [OFF5 100/192] 需求符合=True 接受=True 累計呼叫=500
  [OFF 101/192] 需求符合=False 接受=True 累計呼叫=101
  [CONFORM 101/192] 需求符合=False 接受=False 累計呼叫=160
  [OFF5 101/192] 需求符合=False 接受=True 累計呼叫=505
  [OFF 102/192] 需求符合=False 接受=True 累計呼叫=102
  [CONFORM 102/192] 需求符合=False 接受=False 累計呼叫=165
  [OFF5 102/192] 需求符合=False 接受=True 累計呼叫=510
  [OFF 103/192] 需求符合=True 接受=True 累計呼叫=103
  [CONFORM 103/192] 需求符合=True 接受=True 累計呼叫=166
  [OFF5 103/192] 需求符合=True 接受=True 累計呼叫=515
  [OFF 104/192] 需求符合=True 接受=True 累計呼叫=104
  [CONFORM 104/192] 需求符合=True 接受=True 累計呼叫=167
  [OFF5 104/192] 需求符合=True 接受=True 累計呼叫=520
  [OFF 105/192] 需求符合=True 接受=True 累計呼叫=105
  [CONFORM 105/192] 需求符合=True 接受=True 累計呼叫=168
  [OFF5 105/192] 需求符合=True 接受=True 累計呼叫=525
  [OFF 106/192] 需求符合=True 接受=True 累計呼叫=106
  [CONFORM 106/192] 需求符合=True 接受=True 累計呼叫=169
  [OFF5 106/192] 需求符合=True 接受=True 累計呼叫=530
  [OFF 107/192] 需求符合=False 接受=True 累計呼叫=107
  [CONFORM 107/192] 需求符合=True 接受=True 累計呼叫=170
  [OFF5 107/192] 需求符合=True 接受=True 累計呼叫=535
  [OFF 108/192] 需求符合=True 接受=True 累計呼叫=108
  [CONFORM 108/192] 需求符合=True 接受=True 累計呼叫=171
  [OFF5 108/192] 需求符合=True 接受=True 累計呼叫=540
  [OFF 109/192] 需求符合=True 接受=True 累計呼叫=109
  [CONFORM 109/192] 需求符合=True 接受=True 累計呼叫=172
  [OFF5 109/192] 需求符合=True 接受=True 累計呼叫=545
  [OFF 110/192] 需求符合=True 接受=True 累計呼叫=110
  [CONFORM 110/192] 需求符合=True 接受=True 累計呼叫=173
  [OFF5 110/192] 需求符合=True 接受=True 累計呼叫=550
  [OFF 111/192] 需求符合=True 接受=True 累計呼叫=111
  [CONFORM 111/192] 需求符合=True 接受=True 累計呼叫=174
  [OFF5 111/192] 需求符合=True 接受=True 累計呼叫=555
  [OFF 112/192] 需求符合=True 接受=True 累計呼叫=112
  [CONFORM 112/192] 需求符合=True 接受=True 累計呼叫=176
  [OFF5 112/192] 需求符合=True 接受=True 累計呼叫=560
  [OFF 113/192] 需求符合=False 接受=True 累計呼叫=113
  [CONFORM 113/192] 需求符合=False 接受=True 累計呼叫=177
  [OFF5 113/192] 需求符合=False 接受=True 累計呼叫=565
  [OFF 114/192] 需求符合=True 接受=True 累計呼叫=114
  [CONFORM 114/192] 需求符合=True 接受=True 累計呼叫=178
  [OFF5 114/192] 需求符合=True 接受=True 累計呼叫=570
  [OFF 115/192] 需求符合=True 接受=True 累計呼叫=115
  [CONFORM 115/192] 需求符合=True 接受=True 累計呼叫=179
  [OFF5 115/192] 需求符合=True 接受=True 累計呼叫=575
  [OFF 116/192] 需求符合=True 接受=True 累計呼叫=116
  [CONFORM 116/192] 需求符合=False 接受=True 累計呼叫=180
  [OFF5 116/192] 需求符合=True 接受=True 累計呼叫=580
  [OFF 117/192] 需求符合=True 接受=True 累計呼叫=117
  [CONFORM 117/192] 需求符合=True 接受=True 累計呼叫=183
  [OFF5 117/192] 需求符合=True 接受=True 累計呼叫=585
  [OFF 118/192] 需求符合=False 接受=True 累計呼叫=118
  [CONFORM 118/192] 需求符合=False 接受=True 累計呼叫=184
  [OFF5 118/192] 需求符合=False 接受=True 累計呼叫=590
  [OFF 119/192] 需求符合=True 接受=True 累計呼叫=119
  [CONFORM 119/192] 需求符合=True 接受=True 累計呼叫=185
  [OFF5 119/192] 需求符合=True 接受=True 累計呼叫=595
  [OFF 120/192] 需求符合=True 接受=True 累計呼叫=120
  [CONFORM 120/192] 需求符合=True 接受=True 累計呼叫=186
  [OFF5 120/192] 需求符合=True 接受=True 累計呼叫=600
  [OFF 121/192] 需求符合=False 接受=True 累計呼叫=121
  [CONFORM 121/192] 需求符合=False 接受=True 累計呼叫=187
  [OFF5 121/192] 需求符合=False 接受=True 累計呼叫=605
  [OFF 122/192] 需求符合=False 接受=True 累計呼叫=122
  [CONFORM 122/192] 需求符合=False 接受=True 累計呼叫=189
  [OFF5 122/192] 需求符合=False 接受=True 累計呼叫=610
  [OFF 123/192] 需求符合=True 接受=True 累計呼叫=123
  [CONFORM 123/192] 需求符合=True 接受=True 累計呼叫=190
  [OFF5 123/192] 需求符合=False 接受=True 累計呼叫=615
  [OFF 124/192] 需求符合=True 接受=True 累計呼叫=124
  [CONFORM 124/192] 需求符合=True 接受=True 累計呼叫=191
  [OFF5 124/192] 需求符合=True 接受=True 累計呼叫=620
  [OFF 125/192] 需求符合=True 接受=True 累計呼叫=125
  [CONFORM 125/192] 需求符合=True 接受=True 累計呼叫=192
  [OFF5 125/192] 需求符合=True 接受=True 累計呼叫=625
  [OFF 126/192] 需求符合=True 接受=True 累計呼叫=126
  [CONFORM 126/192] 需求符合=True 接受=True 累計呼叫=193
  [OFF5 126/192] 需求符合=False 接受=True 累計呼叫=630
  [OFF 127/192] 需求符合=True 接受=True 累計呼叫=127
  [CONFORM 127/192] 需求符合=True 接受=True 累計呼叫=194
  [OFF5 127/192] 需求符合=False 接受=True 累計呼叫=635
  [OFF 128/192] 需求符合=True 接受=True 累計呼叫=128
  [CONFORM 128/192] 需求符合=True 接受=True 累計呼叫=195
  [OFF5 128/192] 需求符合=True 接受=True 累計呼叫=640
  [OFF 129/192] 需求符合=True 接受=True 累計呼叫=129
  [CONFORM 129/192] 需求符合=True 接受=True 累計呼叫=196
  [OFF5 129/192] 需求符合=True 接受=True 累計呼叫=645
  [OFF 130/192] 需求符合=True 接受=True 累計呼叫=130
  [CONFORM 130/192] 需求符合=True 接受=True 累計呼叫=197
  [OFF5 130/192] 需求符合=True 接受=True 累計呼叫=650
  [OFF 131/192] 需求符合=True 接受=True 累計呼叫=131
  [CONFORM 131/192] 需求符合=True 接受=True 累計呼叫=198
  [OFF5 131/192] 需求符合=True 接受=True 累計呼叫=655
  [OFF 132/192] 需求符合=True 接受=True 累計呼叫=132
  [CONFORM 132/192] 需求符合=True 接受=True 累計呼叫=199
  [OFF5 132/192] 需求符合=True 接受=True 累計呼叫=660
  [OFF 133/192] 需求符合=False 接受=True 累計呼叫=133
  [CONFORM 133/192] 需求符合=False 接受=True 累計呼叫=200
  [OFF5 133/192] 需求符合=False 接受=True 累計呼叫=665
  [OFF 134/192] 需求符合=False 接受=True 累計呼叫=134
  [CONFORM 134/192] 需求符合=False 接受=True 累計呼叫=202
  [OFF5 134/192] 需求符合=False 接受=True 累計呼叫=670
  [OFF 135/192] 需求符合=True 接受=True 累計呼叫=135
  [CONFORM 135/192] 需求符合=True 接受=True 累計呼叫=203
  [OFF5 135/192] 需求符合=True 接受=True 累計呼叫=675
  [OFF 136/192] 需求符合=False 接受=True 累計呼叫=136
  [CONFORM 136/192] 需求符合=True 接受=True 累計呼叫=204
  [OFF5 136/192] 需求符合=False 接受=True 累計呼叫=680
