預註冊閘門通過：DECISION_20260904_R440Z_LCB2_PREREG.md 授權 g_r447_conform_lcb2
120 題（lcb2　offset=0　題序 [0, 120)）　輸出 runs/g_r447_conform_lcb2
── 量具驗證（先答已知答案）
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
── 模型池：6 個 agent／1 個模型家族
  [OFF5 19/120] 需求符合=False 接受=True 累計呼叫=95
  [OFF 20/120] 需求符合=False 接受=True 累計呼叫=20
  [CONFORM 20/120] 需求符合=False 接受=True 累計呼叫=35
  [OFF5 20/120] 需求符合=False 接受=True 累計呼叫=100
  [OFF 21/120] 需求符合=True 接受=True 累計呼叫=21
  [CONFORM 21/120] 需求符合=True 接受=True 累計呼叫=36
  [OFF5 21/120] 需求符合=True 接受=True 累計呼叫=105
  [OFF 22/120] 需求符合=True 接受=True 累計呼叫=22
  [CONFORM 22/120] 需求符合=True 接受=True 累計呼叫=37
  [OFF5 22/120] 需求符合=True 接受=True 累計呼叫=110
  [OFF 23/120] 需求符合=True 接受=True 累計呼叫=23
  [CONFORM 23/120] 需求符合=True 接受=True 累計呼叫=38
  [OFF5 23/120] 需求符合=True 接受=True 累計呼叫=115
  [OFF 24/120] 需求符合=True 接受=True 累計呼叫=24
  [CONFORM 24/120] 需求符合=False 接受=True 累計呼叫=40
  [OFF5 24/120] 需求符合=True 接受=True 累計呼叫=120
  [OFF 25/120] 需求符合=True 接受=True 累計呼叫=25
  [CONFORM 25/120] 需求符合=True 接受=True 累計呼叫=41
  [OFF5 25/120] 需求符合=True 接受=True 累計呼叫=125
  [OFF 26/120] 需求符合=True 接受=True 累計呼叫=26
  [CONFORM 26/120] 需求符合=True 接受=True 累計呼叫=42
  [OFF5 26/120] 需求符合=True 接受=True 累計呼叫=130
  [OFF 27/120] 需求符合=False 接受=True 累計呼叫=27
  [CONFORM 27/120] 需求符合=True 接受=True 累計呼叫=46
  [OFF5 27/120] 需求符合=False 接受=True 累計呼叫=135
  [OFF 28/120] 需求符合=True 接受=True 累計呼叫=28
  [CONFORM 28/120] 需求符合=True 接受=True 累計呼叫=48
  [OFF5 28/120] 需求符合=True 接受=True 累計呼叫=140
  [OFF 29/120] 需求符合=True 接受=True 累計呼叫=29
  [CONFORM 29/120] 需求符合=True 接受=True 累計呼叫=49
  [OFF5 29/120] 需求符合=True 接受=True 累計呼叫=145
  [OFF 30/120] 需求符合=True 接受=True 累計呼叫=30
  [CONFORM 30/120] 需求符合=True 接受=True 累計呼叫=50
  [OFF5 30/120] 需求符合=True 接受=True 累計呼叫=150
  [OFF 31/120] 需求符合=True 接受=True 累計呼叫=31
  [CONFORM 31/120] 需求符合=True 接受=True 累計呼叫=51
  [OFF5 31/120] 需求符合=True 接受=True 累計呼叫=155
  [OFF 32/120] 需求符合=False 接受=True 累計呼叫=32
  [CONFORM 32/120] 需求符合=True 接受=True 累計呼叫=52
  [OFF5 32/120] 需求符合=True 接受=True 累計呼叫=160
  [OFF 33/120] 需求符合=False 接受=True 累計呼叫=33
  [CONFORM 33/120] 需求符合=False 接受=True 累計呼叫=54
  [OFF5 33/120] 需求符合=False 接受=True 累計呼叫=165
  [OFF 34/120] 需求符合=True 接受=True 累計呼叫=34
  [CONFORM 34/120] 需求符合=True 接受=True 累計呼叫=55
  [OFF5 34/120] 需求符合=True 接受=True 累計呼叫=170
  [OFF 35/120] 需求符合=False 接受=True 累計呼叫=35
  [CONFORM 35/120] 需求符合=True 接受=True 累計呼叫=56
  [OFF5 35/120] 需求符合=True 接受=True 累計呼叫=175
  [OFF 36/120] 需求符合=True 接受=True 累計呼叫=36
  [CONFORM 36/120] 需求符合=True 接受=True 累計呼叫=57
  [OFF5 36/120] 需求符合=True 接受=True 累計呼叫=180
  [OFF 37/120] 需求符合=True 接受=True 累計呼叫=37
  [CONFORM 37/120] 需求符合=True 接受=True 累計呼叫=58
  [OFF5 37/120] 需求符合=True 接受=True 累計呼叫=185
  [OFF 38/120] 需求符合=False 接受=True 累計呼叫=38
  [CONFORM 38/120] 需求符合=True 接受=True 累計呼叫=59
  [OFF5 38/120] 需求符合=True 接受=True 累計呼叫=190
  [OFF 39/120] 需求符合=True 接受=True 累計呼叫=39
  [CONFORM 39/120] 需求符合=True 接受=True 累計呼叫=60
  [OFF5 39/120] 需求符合=True 接受=True 累計呼叫=195
  [OFF 40/120] 需求符合=True 接受=True 累計呼叫=40
  [CONFORM 40/120] 需求符合=True 接受=True 累計呼叫=61
  [OFF5 40/120] 需求符合=True 接受=True 累計呼叫=200
  [OFF 41/120] 需求符合=True 接受=True 累計呼叫=41
  [CONFORM 41/120] 需求符合=True 接受=True 累計呼叫=62
  [OFF5 41/120] 需求符合=True 接受=True 累計呼叫=205
  [OFF 42/120] 需求符合=True 接受=True 累計呼叫=42
  [CONFORM 42/120] 需求符合=True 接受=True 累計呼叫=63
  [OFF5 42/120] 需求符合=False 接受=True 累計呼叫=210
  [OFF 43/120] 需求符合=True 接受=True 累計呼叫=43
  [CONFORM 43/120] 需求符合=True 接受=True 累計呼叫=64
  [OFF5 43/120] 需求符合=True 接受=True 累計呼叫=215
  [OFF 44/120] 需求符合=True 接受=True 累計呼叫=44
  [CONFORM 44/120] 需求符合=True 接受=True 累計呼叫=65
  [OFF5 44/120] 需求符合=True 接受=True 累計呼叫=220
  [OFF 45/120] 需求符合=True 接受=True 累計呼叫=45
  [CONFORM 45/120] 需求符合=True 接受=True 累計呼叫=66
  [OFF5 45/120] 需求符合=True 接受=True 累計呼叫=225
  [OFF 46/120] 需求符合=False 接受=True 累計呼叫=46
  [CONFORM 46/120] 需求符合=False 接受=True 累計呼叫=67
  [OFF5 46/120] 需求符合=False 接受=True 累計呼叫=230
  [OFF 47/120] 需求符合=False 接受=True 累計呼叫=47
  [CONFORM 47/120] 需求符合=False 接受=True 累計呼叫=70
  [OFF5 47/120] 需求符合=False 接受=True 累計呼叫=235
  [OFF 48/120] 需求符合=False 接受=True 累計呼叫=48
  [CONFORM 48/120] 需求符合=False 接受=True 累計呼叫=71
  [OFF5 48/120] 需求符合=False 接受=True 累計呼叫=240
  [OFF 49/120] 需求符合=True 接受=True 累計呼叫=49
  [CONFORM 49/120] 需求符合=False 接受=True 累計呼叫=72
  [OFF5 49/120] 需求符合=True 接受=True 累計呼叫=245
  [OFF 50/120] 需求符合=False 接受=True 累計呼叫=50
  [CONFORM 50/120] 需求符合=False 接受=True 累計呼叫=73
  [OFF5 50/120] 需求符合=False 接受=True 累計呼叫=250
  [OFF 51/120] 需求符合=True 接受=True 累計呼叫=51
  [CONFORM 51/120] 需求符合=True 接受=True 累計呼叫=75
  [OFF5 51/120] 需求符合=True 接受=True 累計呼叫=255
  [OFF 52/120] 需求符合=True 接受=True 累計呼叫=52
  [CONFORM 52/120] 需求符合=True 接受=True 累計呼叫=77
  [OFF5 52/120] 需求符合=True 接受=True 累計呼叫=260
  [OFF 53/120] 需求符合=False 接受=True 累計呼叫=53
  [CONFORM 53/120] 需求符合=False 接受=True 累計呼叫=78
  [OFF5 53/120] 需求符合=False 接受=True 累計呼叫=265
  [OFF 54/120] 需求符合=False 接受=True 累計呼叫=54
  [CONFORM 54/120] 需求符合=True 接受=True 累計呼叫=79
  [OFF5 54/120] 需求符合=True 接受=True 累計呼叫=270
  [OFF 55/120] 需求符合=True 接受=True 累計呼叫=55
  [CONFORM 55/120] 需求符合=True 接受=True 累計呼叫=80
  [OFF5 55/120] 需求符合=True 接受=True 累計呼叫=275
  [OFF 56/120] 需求符合=True 接受=True 累計呼叫=56
  [CONFORM 56/120] 需求符合=True 接受=True 累計呼叫=81
  [OFF5 56/120] 需求符合=False 接受=True 累計呼叫=280
  [OFF 57/120] 需求符合=False 接受=True 累計呼叫=57
  [CONFORM 57/120] 需求符合=True 接受=True 累計呼叫=82
  [OFF5 57/120] 需求符合=True 接受=True 累計呼叫=285
  [OFF 58/120] 需求符合=False 接受=True 累計呼叫=58
  [CONFORM 58/120] 需求符合=False 接受=False 累計呼叫=87
  [OFF5 58/120] 需求符合=False 接受=True 累計呼叫=290
  [OFF 59/120] 需求符合=False 接受=True 累計呼叫=59
  [CONFORM 59/120] 需求符合=False 接受=True 累計呼叫=89
  [OFF5 59/120] 需求符合=False 接受=True 累計呼叫=295
  [OFF 60/120] 需求符合=False 接受=True 累計呼叫=60
  [CONFORM 60/120] 需求符合=True 接受=True 累計呼叫=94
  [OFF5 60/120] 需求符合=False 接受=True 累計呼叫=300
  [OFF 61/120] 需求符合=False 接受=True 累計呼叫=61
  [CONFORM 61/120] 需求符合=False 接受=False 累計呼叫=99
  [OFF5 61/120] 需求符合=False 接受=True 累計呼叫=305
  [OFF 62/120] 需求符合=False 接受=True 累計呼叫=62
  [CONFORM 62/120] 需求符合=True 接受=True 累計呼叫=100
  [OFF5 62/120] 需求符合=True 接受=True 累計呼叫=310
  [OFF 63/120] 需求符合=True 接受=True 累計呼叫=63
  [CONFORM 63/120] 需求符合=True 接受=True 累計呼叫=102
  [OFF5 63/120] 需求符合=False 接受=True 累計呼叫=315
  [OFF 64/120] 需求符合=True 接受=True 累計呼叫=64
  [CONFORM 64/120] 需求符合=True 接受=True 累計呼叫=103
  [OFF5 64/120] 需求符合=True 接受=True 累計呼叫=320
  [OFF 65/120] 需求符合=True 接受=True 累計呼叫=65
  [CONFORM 65/120] 需求符合=True 接受=True 累計呼叫=104
  [OFF5 65/120] 需求符合=True 接受=True 累計呼叫=325
  [OFF 66/120] 需求符合=False 接受=True 累計呼叫=66
  [CONFORM 66/120] 需求符合=True 接受=True 累計呼叫=108
  [OFF5 66/120] 需求符合=False 接受=True 累計呼叫=330
  [OFF 67/120] 需求符合=True 接受=True 累計呼叫=67
  [CONFORM 67/120] 需求符合=False 接受=True 累計呼叫=110
  [OFF5 67/120] 需求符合=True 接受=True 累計呼叫=335
  [OFF 68/120] 需求符合=True 接受=True 累計呼叫=68
  [CONFORM 68/120] 需求符合=True 接受=True 累計呼叫=111
  [OFF5 68/120] 需求符合=True 接受=True 累計呼叫=340
  [OFF 69/120] 需求符合=True 接受=True 累計呼叫=69
  [CONFORM 69/120] 需求符合=True 接受=True 累計呼叫=112
  [OFF5 69/120] 需求符合=True 接受=True 累計呼叫=345
  [OFF 70/120] 需求符合=True 接受=True 累計呼叫=70
  [CONFORM 70/120] 需求符合=True 接受=True 累計呼叫=113
  [OFF5 70/120] 需求符合=True 接受=True 累計呼叫=350
  [OFF 71/120] 需求符合=True 接受=True 累計呼叫=71
  [CONFORM 71/120] 需求符合=False 接受=True 累計呼叫=114
  [OFF5 71/120] 需求符合=True 接受=True 累計呼叫=355
  [OFF 72/120] 需求符合=True 接受=True 累計呼叫=72
  [CONFORM 72/120] 需求符合=True 接受=True 累計呼叫=115
  [OFF5 72/120] 需求符合=True 接受=True 累計呼叫=360
  [OFF 73/120] 需求符合=False 接受=True 累計呼叫=73
  [CONFORM 73/120] 需求符合=True 接受=True 累計呼叫=116
  [OFF5 73/120] 需求符合=False 接受=True 累計呼叫=365
  [OFF 74/120] 需求符合=False 接受=True 累計呼叫=74
  [CONFORM 74/120] 需求符合=False 接受=True 累計呼叫=117
  [OFF5 74/120] 需求符合=False 接受=True 累計呼叫=370
  [OFF 75/120] 需求符合=True 接受=True 累計呼叫=75
  [CONFORM 75/120] 需求符合=True 接受=True 累計呼叫=118
  [OFF5 75/120] 需求符合=True 接受=True 累計呼叫=375
  [OFF 76/120] 需求符合=True 接受=True 累計呼叫=76
  [CONFORM 76/120] 需求符合=True 接受=True 累計呼叫=120
  [OFF5 76/120] 需求符合=True 接受=True 累計呼叫=380
  [OFF 77/120] 需求符合=False 接受=True 累計呼叫=77
  [CONFORM 77/120] 需求符合=False 接受=False 累計呼叫=125
  [OFF5 77/120] 需求符合=False 接受=True 累計呼叫=385
  [OFF 78/120] 需求符合=True 接受=True 累計呼叫=78
  [CONFORM 78/120] 需求符合=False 接受=False 累計呼叫=130
  [OFF5 78/120] 需求符合=False 接受=True 累計呼叫=390
  [OFF 79/120] 需求符合=False 接受=True 累計呼叫=79
  [CONFORM 79/120] 需求符合=True 接受=True 累計呼叫=132
  [OFF5 79/120] 需求符合=True 接受=True 累計呼叫=395
  [OFF 80/120] 需求符合=False 接受=True 累計呼叫=80
  [CONFORM 80/120] 需求符合=True 接受=True 累計呼叫=133
  [OFF5 80/120] 需求符合=True 接受=True 累計呼叫=400
  [OFF 81/120] 需求符合=False 接受=True 累計呼叫=81
  [CONFORM 81/120] 需求符合=True 接受=True 累計呼叫=134
  [OFF5 81/120] 需求符合=True 接受=True 累計呼叫=405
  [OFF 82/120] 需求符合=True 接受=True 累計呼叫=82
  [CONFORM 82/120] 需求符合=True 接受=True 累計呼叫=135
  [OFF5 82/120] 需求符合=True 接受=True 累計呼叫=410
  [OFF 83/120] 需求符合=True 接受=True 累計呼叫=83
  [CONFORM 83/120] 需求符合=True 接受=True 累計呼叫=136
  [OFF5 83/120] 需求符合=True 接受=True 累計呼叫=415
  [OFF 84/120] 需求符合=False 接受=True 累計呼叫=84
  [CONFORM 84/120] 需求符合=True 接受=True 累計呼叫=138
  [OFF5 84/120] 需求符合=False 接受=True 累計呼叫=420
  [OFF 85/120] 需求符合=False 接受=True 累計呼叫=85
  [CONFORM 85/120] 需求符合=True 接受=True 累計呼叫=139
  [OFF5 85/120] 需求符合=False 接受=True 累計呼叫=425
  [OFF 86/120] 需求符合=False 接受=True 累計呼叫=86
  [CONFORM 86/120] 需求符合=True 接受=True 累計呼叫=140
  [OFF5 86/120] 需求符合=True 接受=True 累計呼叫=430
  [OFF 87/120] 需求符合=True 接受=True 累計呼叫=87
  [CONFORM 87/120] 需求符合=True 接受=True 累計呼叫=141
  [OFF5 87/120] 需求符合=True 接受=True 累計呼叫=435
  [OFF 88/120] 需求符合=False 接受=True 累計呼叫=88
  [CONFORM 88/120] 需求符合=True 接受=True 累計呼叫=143
  [OFF5 88/120] 需求符合=False 接受=True 累計呼叫=440
  [OFF 89/120] 需求符合=False 接受=True 累計呼叫=89
  [CONFORM 89/120] 需求符合=True 接受=True 累計呼叫=144
  [OFF5 89/120] 需求符合=True 接受=True 累計呼叫=445
  [OFF 90/120] 需求符合=False 接受=True 累計呼叫=90
  [CONFORM 90/120] 需求符合=True 接受=True 累計呼叫=147
  [OFF5 90/120] 需求符合=True 接受=True 累計呼叫=450
  [OFF 91/120] 需求符合=True 接受=True 累計呼叫=91
  [CONFORM 91/120] 需求符合=True 接受=True 累計呼叫=149
  [OFF5 91/120] 需求符合=True 接受=True 累計呼叫=455
  [OFF 92/120] 需求符合=True 接受=True 累計呼叫=92
  [CONFORM 92/120] 需求符合=False 接受=True 累計呼叫=151
  [OFF5 92/120] 需求符合=True 接受=True 累計呼叫=460
  [OFF 93/120] 需求符合=True 接受=True 累計呼叫=93
  [CONFORM 93/120] 需求符合=True 接受=True 累計呼叫=153
  [OFF5 93/120] 需求符合=True 接受=True 累計呼叫=465
  [OFF 94/120] 需求符合=False 接受=True 累計呼叫=94
  [CONFORM 94/120] 需求符合=True 接受=True 累計呼叫=154
  [OFF5 94/120] 需求符合=True 接受=True 累計呼叫=470
  [OFF 95/120] 需求符合=False 接受=True 累計呼叫=95
  [CONFORM 95/120] 需求符合=True 接受=True 累計呼叫=155
  [OFF5 95/120] 需求符合=True 接受=True 累計呼叫=475
  [OFF 96/120] 需求符合=False 接受=True 累計呼叫=96
  [CONFORM 96/120] 需求符合=False 接受=True 累計呼叫=156
  [OFF5 96/120] 需求符合=False 接受=True 累計呼叫=480
  [OFF 97/120] 需求符合=False 接受=True 累計呼叫=97
  [CONFORM 97/120] 需求符合=False 接受=True 累計呼叫=157
  [OFF5 97/120] 需求符合=False 接受=True 累計呼叫=485
  [OFF 98/120] 需求符合=True 接受=True 累計呼叫=98
  [CONFORM 98/120] 需求符合=True 接受=True 累計呼叫=158
  [OFF5 98/120] 需求符合=True 接受=True 累計呼叫=490
  [OFF 99/120] 需求符合=False 接受=True 累計呼叫=99
  [CONFORM 99/120] 需求符合=True 接受=True 累計呼叫=159
  [OFF5 99/120] 需求符合=True 接受=True 累計呼叫=495
  [OFF 100/120] 需求符合=True 接受=True 累計呼叫=100
  [CONFORM 100/120] 需求符合=True 接受=True 累計呼叫=160
  [OFF5 100/120] 需求符合=True 接受=True 累計呼叫=500
  [OFF 101/120] 需求符合=True 接受=True 累計呼叫=101
  [CONFORM 101/120] 需求符合=True 接受=True 累計呼叫=161
  [OFF5 101/120] 需求符合=True 接受=True 累計呼叫=505
  [OFF 102/120] 需求符合=False 接受=True 累計呼叫=102
  [CONFORM 102/120] 需求符合=False 接受=True 累計呼叫=165
  [OFF5 102/120] 需求符合=False 接受=True 累計呼叫=510
  [OFF 103/120] 需求符合=False 接受=True 累計呼叫=103
  [CONFORM 103/120] 需求符合=False 接受=True 累計呼叫=167
  [OFF5 103/120] 需求符合=False 接受=True 累計呼叫=515
  [OFF 104/120] 需求符合=True 接受=True 累計呼叫=104
  [CONFORM 104/120] 需求符合=True 接受=True 累計呼叫=169
  [OFF5 104/120] 需求符合=True 接受=True 累計呼叫=520
  [OFF 105/120] 需求符合=False 接受=True 累計呼叫=105
  [CONFORM 105/120] 需求符合=True 接受=True 累計呼叫=171
  [OFF5 105/120] 需求符合=True 接受=True 累計呼叫=525
  [OFF 106/120] 需求符合=False 接受=True 累計呼叫=106
  [CONFORM 106/120] 需求符合=True 接受=True 累計呼叫=176
  [OFF5 106/120] 需求符合=True 接受=True 累計呼叫=530
  [OFF 107/120] 需求符合=False 接受=True 累計呼叫=107
  [CONFORM 107/120] 需求符合=True 接受=True 累計呼叫=181
  [OFF5 107/120] 需求符合=False 接受=True 累計呼叫=535
  [OFF 108/120] 需求符合=True 接受=True 累計呼叫=108
  [CONFORM 108/120] 需求符合=True 接受=True 累計呼叫=182
  [OFF5 108/120] 需求符合=True 接受=True 累計呼叫=540
  [OFF 109/120] 需求符合=True 接受=True 累計呼叫=109
  [CONFORM 109/120] 需求符合=True 接受=True 累計呼叫=183
  [OFF5 109/120] 需求符合=True 接受=True 累計呼叫=545
  [OFF 110/120] 需求符合=False 接受=True 累計呼叫=110
  [CONFORM 110/120] 需求符合=False 接受=True 累計呼叫=188
  [OFF5 110/120] 需求符合=False 接受=True 累計呼叫=550
  [OFF 111/120] 需求符合=True 接受=True 累計呼叫=111
  [CONFORM 111/120] 需求符合=True 接受=True 累計呼叫=189
  [OFF5 111/120] 需求符合=True 接受=True 累計呼叫=555
  [OFF 112/120] 需求符合=False 接受=True 累計呼叫=112
  [CONFORM 112/120] 需求符合=False 接受=True 累計呼叫=190
  [OFF5 112/120] 需求符合=False 接受=True 累計呼叫=560
  [OFF 113/120] 需求符合=False 接受=True 累計呼叫=113
  [CONFORM 113/120] 需求符合=False 接受=True 累計呼叫=192
  [OFF5 113/120] 需求符合=False 接受=True 累計呼叫=565
  [OFF 114/120] 需求符合=True 接受=True 累計呼叫=114
  [CONFORM 114/120] 需求符合=False 接受=False 累計呼叫=197
  [OFF5 114/120] 需求符合=False 接受=True 累計呼叫=570
  [OFF 115/120] 需求符合=True 接受=True 累計呼叫=115
  [CONFORM 115/120] 需求符合=True 接受=True 累計呼叫=198
  [OFF5 115/120] 需求符合=True 接受=True 累計呼叫=575
  [OFF 116/120] 需求符合=False 接受=True 累計呼叫=116
  [CONFORM 116/120] 需求符合=True 接受=True 累計呼叫=199
  [OFF5 116/120] 需求符合=True 接受=True 累計呼叫=580
  [OFF 117/120] 需求符合=True 接受=True 累計呼叫=117
  [CONFORM 117/120] 需求符合=True 接受=True 累計呼叫=200
  [OFF5 117/120] 需求符合=True 接受=True 累計呼叫=585
  [OFF 118/120] 需求符合=False 接受=True 累計呼叫=118
  [CONFORM 118/120] 需求符合=False 接受=True 累計呼叫=203
  [OFF5 118/120] 需求符合=False 接受=True 累計呼叫=590
  [OFF 119/120] 需求符合=True 接受=True 累計呼叫=119
  [CONFORM 119/120] 需求符合=True 接受=True 累計呼叫=204
  [OFF5 119/120] 需求符合=True 接受=True 累計呼叫=595
  [OFF 120/120] 需求符合=False 接受=True 累計呼叫=120
  [CONFORM 120/120] 需求符合=True 接受=True 累計呼叫=205
  [OFF5 120/120] 需求符合=False 接受=True 累計呼叫=600
── OFF: {"tasks": 120, "calls": 120, "infra_void": 0, "complete": true, "terminal": true, "processed": 120, "accepted": 120, "accepted_and_meets_demand": 61, "demand_equals_output_rate": 0.5083333333333333, "coverage": 1.0, "correct_delivery_rate": 0.5083333333333333, "raw_final_accuracy": 0.5083333333333333, "calls_per_task": 1.0, "calls_per_correct_delivery": 1.9672131147540983, "leaked": 59, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 120, "p50": 21048, "p95": 132549, "max": 365170}, "by_role": {"gen": {"n": 120, "p50": 21048, "p95": 132549, "max": 365170}}, "failed_attempts": 1}, "wall_s": 4165.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 120, "calls": 205, "infra_void": 0, "complete": true, "terminal": true, "processed": 120, "accepted": 113, "accepted_and_meets_demand": 84, "demand_equals_output_rate": 0.7433628318584071, "coverage": 0.9416666666666667, "correct_delivery_rate": 0.7, "raw_final_accuracy": 0.7, "calls_per_task": 1.7083333333333333, "calls_per_correct_delivery": 2.4404761904761907, "leaked": 29, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 205, "p50": 24389, "p95": 165032, "max": 504878}, "by_role": {"gen": {"n": 205, "p50": 24389, "p95": 165032, "max": 504878}}, "failed_attempts": 3}, "wall_s": 11653.8, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── OFF5: {"tasks": 120, "calls": 600, "infra_void": 0, "complete": true, "terminal": true, "processed": 120, "accepted": 120, "accepted_and_meets_demand": 76, "demand_equals_output_rate": 0.6333333333333333, "coverage": 1.0, "correct_delivery_rate": 0.6333333333333333, "raw_final_accuracy": 0.6333333333333333, "calls_per_task": 5.0, "calls_per_correct_delivery": 7.894736842105263, "leaked": 44, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 600, "p50": 19798, "p95": 120420, "max": 292586}, "by_role": {"gen": {"n": 600, "p50": 19798, "p95": 120420, "max": 292586}}, "failed_attempts": 2}, "wall_s": 22726.3, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r447_conform_lcb2/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
