預註冊閘門通過：DECISION_20260911_R460R_FIVE_REPLICATIONS_PREREG.md 授權 g_r460r1_harness_lcb2_a3
20 題（lcb2　offset=40　題序 [40, 60)）　輸出 runs/g_r460r1_harness_lcb2_a3
── 量具驗證（先答已知答案）
   範圍＝bank：對 lcb2 全 120 題裡有參考解的驗，本塊 20 題另外算出貨閘門覆蓋
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
   本塊出貨閘門覆蓋 20/20
── 模型池：6 個 agent／1 個模型家族
  [OFF 10/20] 需求符合=True 接受=True 累計呼叫=10
  [CONFORM 10/20] 需求符合=False 接受=True 累計呼叫=17
  [OFF5 10/20] 需求符合=False 接受=True 累計呼叫=50
  [HPI 10/20] 需求符合=True 接受=True 累計呼叫=15
  [HOC 10/20] 需求符合=True 接受=True 累計呼叫=22
  [HMIX 10/20] 需求符合=True 接受=True 累計呼叫=17
  [OFF 11/20] 需求符合=True 接受=True 累計呼叫=11
  [CONFORM 11/20] 需求符合=True 接受=True 累計呼叫=18
  [OFF5 11/20] 需求符合=True 接受=True 累計呼叫=55
  [HPI 11/20] 需求符合=True 接受=True 累計呼叫=16
  [HOC 11/20] 需求符合=True 接受=True 累計呼叫=24
  [HMIX 11/20] 需求符合=True 接受=True 累計呼叫=18
  [OFF 12/20] 需求符合=False 接受=True 累計呼叫=12
  [CONFORM 12/20] 需求符合=True 接受=True 累計呼叫=19
  [OFF5 12/20] 需求符合=True 接受=True 累計呼叫=60
  [HPI 12/20] 需求符合=True 接受=True 累計呼叫=17
  [HOC 12/20] 需求符合=True 接受=True 累計呼叫=26
  [HMIX 12/20] 需求符合=True 接受=True 累計呼叫=20
  [OFF 13/20] 需求符合=False 接受=True 累計呼叫=13
  [CONFORM 13/20] 需求符合=True 接受=True 累計呼叫=20
  [OFF5 13/20] 需求符合=False 接受=True 累計呼叫=65
  [HPI 13/20] 需求符合=True 接受=True 累計呼叫=18
  [HOC 13/20] 需求符合=False 接受=False 累計呼叫=31
  [HMIX 13/20] 需求符合=False 接受=True 累計呼叫=22
  [OFF 14/20] 需求符合=True 接受=True 累計呼叫=14
  [CONFORM 14/20] 需求符合=True 接受=True 累計呼叫=22
  [OFF5 14/20] 需求符合=False 接受=True 累計呼叫=70
  [HPI 14/20] 需求符合=True 接受=True 累計呼叫=20
  [HOC 14/20] 需求符合=False 接受=False 累計呼叫=36
  [HMIX 14/20] 需求符合=False 接受=False 累計呼叫=26
  [OFF 15/20] 需求符合=True 接受=True 累計呼叫=15
  [CONFORM 15/20] 需求符合=True 接受=True 累計呼叫=23
  [OFF5 15/20] 需求符合=True 接受=True 累計呼叫=75
  [HPI 15/20] 需求符合=True 接受=True 累計呼叫=21
  [HOC 15/20] 需求符合=True 接受=True 累計呼叫=38
  [HMIX 15/20] 需求符合=True 接受=True 累計呼叫=27
  [OFF 16/20] 需求符合=False 接受=True 累計呼叫=16
  [CONFORM 16/20] 需求符合=False 接受=False 累計呼叫=28
  [OFF5 16/20] 需求符合=False 接受=True 累計呼叫=80
  [HPI 16/20] 需求符合=False 接受=False 累計呼叫=23
  [HOC 16/20] 需求符合=False 接受=False 累計呼叫=43
  [HMIX 16/20] 需求符合=True 接受=True 累計呼叫=30
  [OFF 17/20] 需求符合=True 接受=True 累計呼叫=17
  [CONFORM 17/20] 需求符合=True 接受=True 累計呼叫=30
  [OFF5 17/20] 需求符合=True 接受=True 累計呼叫=85
  [HPI 17/20] 需求符合=True 接受=True 累計呼叫=24
  [HOC 17/20] 需求符合=True 接受=True 累計呼叫=45
  [HMIX 17/20] 需求符合=True 接受=True 累計呼叫=31
  [OFF 18/20] 需求符合=True 接受=True 累計呼叫=18
  [CONFORM 18/20] 需求符合=True 接受=True 累計呼叫=31
  [OFF5 18/20] 需求符合=True 接受=True 累計呼叫=90
  [HPI 18/20] 需求符合=True 接受=True 累計呼叫=25
  [HOC 18/20] 需求符合=True 接受=True 累計呼叫=47
  [HMIX 18/20] 需求符合=True 接受=True 累計呼叫=32
  [OFF 19/20] 需求符合=False 接受=True 累計呼叫=19
  [CONFORM 19/20] 需求符合=False 接受=True 累計呼叫=36
  [OFF5 19/20] 需求符合=False 接受=True 累計呼叫=95
  [HPI 19/20] 需求符合=True 接受=True 累計呼叫=27
  [HOC 19/20] 需求符合=True 接受=True 累計呼叫=49
  [HMIX 19/20] 需求符合=False 接受=True 累計呼叫=33
  [OFF 20/20] 需求符合=False 接受=True 累計呼叫=20
  [CONFORM 20/20] 需求符合=False 接受=True 累計呼叫=37
  [OFF5 20/20] 需求符合=False 接受=True 累計呼叫=100
  [HPI 20/20] 需求符合=True 接受=True 累計呼叫=29
  [HOC 20/20] 需求符合=False 接受=True 累計呼叫=53
  [HMIX 20/20] 需求符合=True 接受=True 累計呼叫=35
── OFF: {"tasks": 20, "calls": 20, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 11, "demand_equals_output_rate": 0.55, "coverage": 1.0, "correct_delivery_rate": 0.55, "raw_final_accuracy": 0.55, "calls_per_task": 1.0, "calls_per_correct_delivery": 1.8181818181818181, "leaked": 9, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 20, "p50": 36470, "p95": 256780, "max": 263288}, "by_role": {"gen": {"n": 20, "p50": 36470, "p95": 256780, "max": 263288}}, "failed_attempts": 0}, "wall_s": 1428.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 20, "calls": 37, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 13, "demand_equals_output_rate": 0.7222222222222222, "coverage": 0.9, "correct_delivery_rate": 0.65, "raw_final_accuracy": 0.65, "calls_per_task": 1.85, "calls_per_correct_delivery": 2.8461538461538463, "leaked": 5, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 37, "p50": 80643, "p95": 300525, "max": 428898}, "by_role": {"gen": {"n": 37, "p50": 80643, "p95": 300525, "max": 428898}}, "failed_attempts": 2}, "wall_s": 6754.7, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── OFF5: {"tasks": 20, "calls": 100, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 10, "demand_equals_output_rate": 0.5, "coverage": 1.0, "correct_delivery_rate": 0.5, "raw_final_accuracy": 0.5, "calls_per_task": 5.0, "calls_per_correct_delivery": 10.0, "leaked": 10, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 100, "p50": 41907, "p95": 263366, "max": 462693}, "by_role": {"gen": {"n": 100, "p50": 41907, "p95": 263366, "max": 462693}}, "failed_attempts": 1}, "wall_s": 9815.3, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HPI: {"tasks": 20, "calls": 29, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 17, "demand_equals_output_rate": 0.9444444444444444, "coverage": 0.9, "correct_delivery_rate": 0.85, "raw_final_accuracy": 0.85, "calls_per_task": 1.45, "calls_per_correct_delivery": 1.7058823529411764, "leaked": 1, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 30, "p50": 43005, "p95": 376698, "max": 392118}, "by_role": {"gen": {"n": 29, "p50": 45899, "p95": 376698, "max": 392118}, "wire_probe": {"n": 1, "p50": 2115, "p95": 2115, "max": 2115}}, "failed_attempts": 1}, "wall_s": 3918.0, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HOC: {"tasks": 20, "calls": 53, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 15, "accepted_and_meets_demand": 14, "demand_equals_output_rate": 0.9333333333333333, "coverage": 0.75, "correct_delivery_rate": 0.7, "raw_final_accuracy": 0.7, "calls_per_task": 2.65, "calls_per_correct_delivery": 3.7857142857142856, "leaked": 1, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 53, "p50": 24590, "p95": 159361, "max": 240824}, "by_role": {"gen": {"n": 53, "p50": 24590, "p95": 159361, "max": 240824}}, "failed_attempts": 1}, "wall_s": 3460.9, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HMIX: {"tasks": 20, "calls": 35, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 18, "accepted_and_meets_demand": 16, "demand_equals_output_rate": 0.8888888888888888, "coverage": 0.9, "correct_delivery_rate": 0.8, "raw_final_accuracy": 0.8, "calls_per_task": 1.75, "calls_per_correct_delivery": 2.1875, "leaked": 2, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 35, "p50": 32258, "p95": 329143, "max": 348367}, "by_role": {"gen": {"n": 35, "p50": 32258, "p95": 329143, "max": 348367}}, "failed_attempts": 0}, "wall_s": 2401.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r460r1_harness_lcb2_a3/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
