預註冊閘門通過：DECISION_20260906_R449C_EQ5_LCB3_PREREG.md 授權 g_r449c_eq5_lcb3
189 題（lcb3　offset=0　題序 [0, 189)）　輸出 runs/g_r449c_eq5_lcb3
── 量具驗證（先答已知答案）
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
── 模型池：6 個 agent／1 個模型家族
  [EQ5 57/189] 需求符合=True 接受=True 累計呼叫=285
  [EQ5 58/189] 需求符合=True 接受=True 累計呼叫=290
  [EQ5 59/189] 需求符合=True 接受=True 累計呼叫=295
  [EQ5 60/189] 需求符合=True 接受=True 累計呼叫=300
  [EQ5 61/189] 需求符合=False 接受=True 累計呼叫=305
  [EQ5 62/189] 需求符合=True 接受=True 累計呼叫=310
  [EQ5 63/189] 需求符合=True 接受=True 累計呼叫=315
  [EQ5 64/189] 需求符合=True 接受=True 累計呼叫=320
  [EQ5 65/189] 需求符合=False 接受=True 累計呼叫=325
  [EQ5 66/189] 需求符合=False 接受=True 累計呼叫=330
  [EQ5 67/189] 需求符合=True 接受=True 累計呼叫=335
  [EQ5 68/189] 需求符合=True 接受=True 累計呼叫=340
  [EQ5 69/189] 需求符合=True 接受=True 累計呼叫=345
  [EQ5 70/189] 需求符合=True 接受=True 累計呼叫=350
  [EQ5 71/189] 需求符合=True 接受=True 累計呼叫=355
  [EQ5 72/189] 需求符合=True 接受=True 累計呼叫=360
  [EQ5 73/189] 需求符合=True 接受=True 累計呼叫=365
  [EQ5 74/189] 需求符合=True 接受=True 累計呼叫=370
  [EQ5 75/189] 需求符合=True 接受=True 累計呼叫=375
  [EQ5 76/189] 需求符合=True 接受=True 累計呼叫=380
  [EQ5 77/189] 需求符合=True 接受=True 累計呼叫=385
  [EQ5 78/189] 需求符合=True 接受=True 累計呼叫=390
  [EQ5 79/189] 需求符合=True 接受=True 累計呼叫=395
  [EQ5 80/189] 需求符合=True 接受=True 累計呼叫=400
  [EQ5 81/189] 需求符合=False 接受=False 累計呼叫=405
  [EQ5 82/189] 需求符合=True 接受=True 累計呼叫=410
  [EQ5 83/189] 需求符合=True 接受=True 累計呼叫=415
  [EQ5 84/189] 需求符合=True 接受=True 累計呼叫=420
  [EQ5 85/189] 需求符合=True 接受=True 累計呼叫=425
  [EQ5 86/189] 需求符合=True 接受=True 累計呼叫=430
  [EQ5 87/189] 需求符合=True 接受=True 累計呼叫=435
  [EQ5 88/189] 需求符合=True 接受=True 累計呼叫=440
  [EQ5 89/189] 需求符合=True 接受=True 累計呼叫=445
  [EQ5 90/189] 需求符合=True 接受=True 累計呼叫=450
  [EQ5 91/189] 需求符合=True 接受=True 累計呼叫=455
  [EQ5 92/189] 需求符合=False 接受=False 累計呼叫=460
  [EQ5 93/189] 需求符合=True 接受=True 累計呼叫=465
  [EQ5 94/189] 需求符合=True 接受=True 累計呼叫=470
  [EQ5 95/189] 需求符合=True 接受=True 累計呼叫=475
  [EQ5 96/189] 需求符合=True 接受=True 累計呼叫=480
  [EQ5 97/189] 需求符合=True 接受=True 累計呼叫=485
  [EQ5 98/189] 需求符合=True 接受=True 累計呼叫=490
  [EQ5 99/189] 需求符合=True 接受=True 累計呼叫=495
  [EQ5 100/189] 需求符合=True 接受=True 累計呼叫=500
  [EQ5 101/189] 需求符合=True 接受=True 累計呼叫=505
  [EQ5 102/189] 需求符合=True 接受=True 累計呼叫=510
  [EQ5 103/189] 需求符合=True 接受=True 累計呼叫=515
  [EQ5 104/189] 需求符合=False 接受=True 累計呼叫=520
  [EQ5 105/189] 需求符合=True 接受=True 累計呼叫=525
  [EQ5 106/189] 需求符合=True 接受=True 累計呼叫=530
  [EQ5 107/189] 需求符合=True 接受=True 累計呼叫=535
  [EQ5 108/189] 需求符合=True 接受=True 累計呼叫=540
  [EQ5 109/189] 需求符合=True 接受=True 累計呼叫=545
  [EQ5 110/189] 需求符合=True 接受=True 累計呼叫=550
  [EQ5 111/189] 需求符合=False 接受=True 累計呼叫=555
  [EQ5 112/189] 需求符合=True 接受=True 累計呼叫=560
  [EQ5 113/189] 需求符合=True 接受=True 累計呼叫=565
  [EQ5 114/189] 需求符合=True 接受=True 累計呼叫=570
  [EQ5 115/189] 需求符合=True 接受=True 累計呼叫=575
  [EQ5 116/189] 需求符合=True 接受=True 累計呼叫=580
  [EQ5 117/189] 需求符合=True 接受=True 累計呼叫=585
  [EQ5 118/189] 需求符合=True 接受=True 累計呼叫=590
  [EQ5 119/189] 需求符合=True 接受=True 累計呼叫=595
  [EQ5 120/189] 需求符合=False 接受=False 累計呼叫=600
  [EQ5 121/189] 需求符合=False 接受=False 累計呼叫=605
  [EQ5 122/189] 需求符合=True 接受=True 累計呼叫=610
  [EQ5 123/189] 需求符合=False 接受=True 累計呼叫=615
  [EQ5 124/189] 需求符合=True 接受=True 累計呼叫=620
  [EQ5 125/189] 需求符合=True 接受=True 累計呼叫=625
  [EQ5 126/189] 需求符合=True 接受=True 累計呼叫=630
  [EQ5 127/189] 需求符合=True 接受=True 累計呼叫=635
  [EQ5 128/189] 需求符合=True 接受=True 累計呼叫=640
  [EQ5 129/189] 需求符合=True 接受=True 累計呼叫=645
  [EQ5 130/189] 需求符合=True 接受=True 累計呼叫=650
  [EQ5 131/189] 需求符合=True 接受=True 累計呼叫=655
  [EQ5 132/189] 需求符合=False 接受=False 累計呼叫=660
  [EQ5 133/189] 需求符合=True 接受=True 累計呼叫=665
  [EQ5 134/189] 需求符合=False 接受=True 累計呼叫=670
  [EQ5 135/189] 需求符合=True 接受=True 累計呼叫=675
  [EQ5 136/189] 需求符合=True 接受=True 累計呼叫=680
  [EQ5 137/189] 需求符合=True 接受=True 累計呼叫=685
  [EQ5 138/189] 需求符合=True 接受=True 累計呼叫=690
  [EQ5 139/189] 需求符合=False 接受=True 累計呼叫=695
  [EQ5 140/189] 需求符合=True 接受=True 累計呼叫=700
  [EQ5 141/189] 需求符合=False 接受=True 累計呼叫=705
  [EQ5 142/189] 需求符合=False 接受=True 累計呼叫=710
  [EQ5 143/189] 需求符合=False 接受=True 累計呼叫=715
  [EQ5 144/189] 需求符合=True 接受=True 累計呼叫=720
  [EQ5 145/189] 需求符合=True 接受=True 累計呼叫=725
  [EQ5 146/189] 需求符合=True 接受=True 累計呼叫=730
  [EQ5 147/189] 需求符合=True 接受=True 累計呼叫=735
  [EQ5 148/189] 需求符合=True 接受=True 累計呼叫=740
  [EQ5 149/189] 需求符合=True 接受=True 累計呼叫=745
  [EQ5 150/189] 需求符合=True 接受=True 累計呼叫=750
  [EQ5 151/189] 需求符合=True 接受=True 累計呼叫=755
  [EQ5 152/189] 需求符合=True 接受=True 累計呼叫=760
  [EQ5 153/189] 需求符合=True 接受=True 累計呼叫=765
  [EQ5 154/189] 需求符合=False 接受=True 累計呼叫=770
  [EQ5 155/189] 需求符合=False 接受=True 累計呼叫=775
  [EQ5 156/189] 需求符合=True 接受=True 累計呼叫=780
  [EQ5 157/189] 需求符合=True 接受=True 累計呼叫=785
  [EQ5 158/189] 需求符合=True 接受=True 累計呼叫=790
  [EQ5 159/189] 需求符合=False 接受=True 累計呼叫=795
  [EQ5 160/189] 需求符合=True 接受=True 累計呼叫=800
  [EQ5 161/189] 需求符合=True 接受=True 累計呼叫=805
  [EQ5 162/189] 需求符合=True 接受=True 累計呼叫=810
  [EQ5 163/189] 需求符合=False 接受=False 累計呼叫=815
  [EQ5 164/189] 需求符合=False 接受=True 累計呼叫=820
  [EQ5 165/189] 需求符合=True 接受=True 累計呼叫=825
  [EQ5 166/189] 需求符合=True 接受=True 累計呼叫=830
  [EQ5 167/189] 需求符合=True 接受=True 累計呼叫=835
  [EQ5 168/189] 需求符合=True 接受=True 累計呼叫=840
  [EQ5 169/189] 需求符合=True 接受=True 累計呼叫=845
  [EQ5 170/189] 需求符合=False 接受=False 累計呼叫=850
  [EQ5 171/189] 需求符合=False 接受=True 累計呼叫=855
  [EQ5 172/189] 需求符合=False 接受=False 累計呼叫=860
  [EQ5 173/189] 需求符合=True 接受=True 累計呼叫=865
  [EQ5 174/189] 需求符合=True 接受=True 累計呼叫=870
  [EQ5 175/189] 需求符合=True 接受=True 累計呼叫=875
  [EQ5 176/189] 需求符合=True 接受=True 累計呼叫=880
  [EQ5 177/189] 需求符合=True 接受=True 累計呼叫=885
  [EQ5 178/189] 需求符合=True 接受=True 累計呼叫=890
  [EQ5 179/189] 需求符合=True 接受=True 累計呼叫=895
  [EQ5 180/189] 需求符合=True 接受=True 累計呼叫=900
  [EQ5 181/189] 需求符合=True 接受=True 累計呼叫=905
  [EQ5 182/189] 需求符合=True 接受=True 累計呼叫=910
  [EQ5 183/189] 需求符合=True 接受=True 累計呼叫=915
  [EQ5 184/189] 需求符合=False 接受=False 累計呼叫=920
  [EQ5 185/189] 需求符合=True 接受=True 累計呼叫=925
  [EQ5 186/189] 需求符合=True 接受=True 累計呼叫=930
  [EQ5 187/189] 需求符合=True 接受=True 累計呼叫=935
  [EQ5 188/189] 需求符合=False 接受=True 累計呼叫=940
  [EQ5 189/189] 需求符合=True 接受=True 累計呼叫=945
── EQ5: {"tasks": 189, "calls": 945, "infra_void": 0, "complete": true, "terminal": true, "processed": 189, "accepted": 179, "accepted_and_meets_demand": 157, "demand_equals_output_rate": 0.8770949720670391, "coverage": 0.9470899470899471, "correct_delivery_rate": 0.8306878306878307, "raw_final_accuracy": 0.8306878306878307, "calls_per_task": 5.0, "calls_per_correct_delivery": 6.019108280254777, "leaked": 22, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": 0.8306878306878307, "eq5_vote_delivery_rate": 0.7883597883597884, "eq5_same_choice_rate": 0.24867724867724866, "eq5_same_choice_effective_rate": 0.24338624338624337, "endpoint_latency_ms": {"all": {"n": 945, "p50": 18063, "p95": 102420, "max": 585267}, "by_role": {"gen": {"n": 945, "p50": 18063, "p95": 102420, "max": 585267}}, "failed_attempts": 8}, "wall_s": 32920.6, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r449c_eq5_lcb3/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
