預註冊閘門通過：DECISION_20260904_R461_LCB3_REPLICATION_PREREG.md 授權 g_r461_off_gate_lcb3
189 題（lcb3　offset=0　題序 [0, 189)）　輸出 runs/g_r461_off_gate_lcb3
── 量具驗證（先答已知答案）
   參考解通過 12/12　壞解被擋 12/12
   可見閘門（CONFORM 決策量具）參考解通過 12/12　樁被擋 12/12　覆蓋 12/12
── 模型池：6 個 agent／1 個模型家族
  [OFF 58/189] 需求符合=True 接受=True 累計呼叫=58
  [OFF 59/189] 需求符合=True 接受=True 累計呼叫=59
  [OFF 60/189] 需求符合=True 接受=True 累計呼叫=60
  [OFF 61/189] 需求符合=True 接受=True 累計呼叫=61
  [OFF 62/189] 需求符合=True 接受=True 累計呼叫=62
  [OFF 63/189] 需求符合=False 接受=True 累計呼叫=63
  [OFF 64/189] 需求符合=True 接受=True 累計呼叫=64
  [OFF 65/189] 需求符合=False 接受=True 累計呼叫=65
  [OFF 66/189] 需求符合=False 接受=True 累計呼叫=66
  [OFF 67/189] 需求符合=True 接受=True 累計呼叫=67
  [OFF 68/189] 需求符合=False 接受=True 累計呼叫=68
  [OFF 69/189] 需求符合=False 接受=True 累計呼叫=69
  [OFF 70/189] 需求符合=True 接受=True 累計呼叫=70
  [OFF 71/189] 需求符合=True 接受=True 累計呼叫=71
  [OFF 72/189] 需求符合=False 接受=True 累計呼叫=72
  [OFF 73/189] 需求符合=True 接受=True 累計呼叫=73
  [OFF 74/189] 需求符合=True 接受=True 累計呼叫=74
  [OFF 75/189] 需求符合=True 接受=True 累計呼叫=75
  [OFF 76/189] 需求符合=False 接受=True 累計呼叫=76
  [OFF 77/189] 需求符合=True 接受=True 累計呼叫=77
  [OFF 78/189] 需求符合=False 接受=True 累計呼叫=78
  [OFF 79/189] 需求符合=True 接受=True 累計呼叫=79
  [OFF 80/189] 需求符合=True 接受=True 累計呼叫=80
  [OFF 81/189] 需求符合=True 接受=True 累計呼叫=81
  [OFF 82/189] 需求符合=True 接受=True 累計呼叫=82
  [OFF 83/189] 需求符合=True 接受=True 累計呼叫=83
  [OFF 84/189] 需求符合=False 接受=True 累計呼叫=84
  [OFF 85/189] 需求符合=False 接受=True 累計呼叫=85
  [OFF 86/189] 需求符合=True 接受=True 累計呼叫=86
  [OFF 87/189] 需求符合=False 接受=True 累計呼叫=87
  [OFF 88/189] 需求符合=False 接受=True 累計呼叫=88
  [OFF 89/189] 需求符合=True 接受=True 累計呼叫=89
  [OFF 90/189] 需求符合=True 接受=True 累計呼叫=90
  [OFF 91/189] 需求符合=True 接受=True 累計呼叫=91
  [OFF 92/189] 需求符合=True 接受=True 累計呼叫=92
  [OFF 93/189] 需求符合=True 接受=True 累計呼叫=93
  [OFF 94/189] 需求符合=True 接受=True 累計呼叫=94
  [OFF 95/189] 需求符合=True 接受=True 累計呼叫=95
  [OFF 96/189] 需求符合=False 接受=True 累計呼叫=96
  [OFF 97/189] 需求符合=True 接受=True 累計呼叫=97
  [OFF 98/189] 需求符合=True 接受=True 累計呼叫=98
  [OFF 99/189] 需求符合=True 接受=True 累計呼叫=99
  [OFF 100/189] 需求符合=True 接受=True 累計呼叫=100
  [OFF 101/189] 需求符合=True 接受=True 累計呼叫=101
  [OFF 102/189] 需求符合=False 接受=True 累計呼叫=102
  [OFF 103/189] 需求符合=True 接受=True 累計呼叫=103
  [OFF 104/189] 需求符合=True 接受=True 累計呼叫=104
  [OFF 105/189] 需求符合=True 接受=True 累計呼叫=105
  [OFF 106/189] 需求符合=True 接受=True 累計呼叫=106
  [OFF 107/189] 需求符合=True 接受=True 累計呼叫=107
  [OFF 108/189] 需求符合=False 接受=True 累計呼叫=108
  [OFF 109/189] 需求符合=False 接受=True 累計呼叫=109
  [OFF 110/189] 需求符合=False 接受=True 累計呼叫=110
  [OFF 111/189] 需求符合=True 接受=True 累計呼叫=111
  [OFF 112/189] 需求符合=True 接受=True 累計呼叫=112
  [OFF 113/189] 需求符合=False 接受=True 累計呼叫=113
  [OFF 114/189] 需求符合=True 接受=True 累計呼叫=114
  [OFF 115/189] 需求符合=False 接受=True 累計呼叫=115
  [OFF 116/189] 需求符合=True 接受=True 累計呼叫=116
  [OFF 117/189] 需求符合=False 接受=True 累計呼叫=117
  [OFF 118/189] 需求符合=True 接受=True 累計呼叫=118
  [OFF 119/189] 需求符合=True 接受=True 累計呼叫=119
  [OFF 120/189] 需求符合=False 接受=True 累計呼叫=120
  [OFF 121/189] 需求符合=True 接受=True 累計呼叫=121
  [OFF 122/189] 需求符合=False 接受=True 累計呼叫=122
  [OFF 123/189] 需求符合=True 接受=True 累計呼叫=123
  [OFF 124/189] 需求符合=True 接受=True 累計呼叫=124
  [OFF 125/189] 需求符合=True 接受=True 累計呼叫=125
  [OFF 126/189] 需求符合=False 接受=True 累計呼叫=126
  [OFF 127/189] 需求符合=False 接受=True 累計呼叫=127
  [OFF 128/189] 需求符合=True 接受=True 累計呼叫=128
  [OFF 129/189] 需求符合=False 接受=True 累計呼叫=129
  [OFF 130/189] 需求符合=True 接受=True 累計呼叫=130
  [OFF 131/189] 需求符合=True 接受=True 累計呼叫=131
  [OFF 132/189] 需求符合=True 接受=True 累計呼叫=132
  [OFF 133/189] 需求符合=False 接受=True 累計呼叫=133
  [OFF 134/189] 需求符合=True 接受=True 累計呼叫=134
  [OFF 135/189] 需求符合=False 接受=True 累計呼叫=135
  [OFF 136/189] 需求符合=False 接受=True 累計呼叫=136
  [OFF 137/189] 需求符合=True 接受=True 累計呼叫=137
  [OFF 138/189] 需求符合=True 接受=True 累計呼叫=138
  [OFF 139/189] 需求符合=True 接受=True 累計呼叫=139
  [OFF 140/189] 需求符合=False 接受=True 累計呼叫=140
  [OFF 141/189] 需求符合=True 接受=True 累計呼叫=141
  [OFF 142/189] 需求符合=False 接受=True 累計呼叫=142
  [OFF 143/189] 需求符合=True 接受=True 累計呼叫=143
  [OFF 144/189] 需求符合=True 接受=True 累計呼叫=144
  [OFF 145/189] 需求符合=True 接受=True 累計呼叫=145
  [OFF 146/189] 需求符合=True 接受=True 累計呼叫=146
  [OFF 147/189] 需求符合=True 接受=True 累計呼叫=147
  [OFF 148/189] 需求符合=True 接受=True 累計呼叫=148
  [OFF 149/189] 需求符合=False 接受=True 累計呼叫=149
  [OFF 150/189] 需求符合=False 接受=True 累計呼叫=150
  [OFF 151/189] 需求符合=True 接受=True 累計呼叫=151
  [OFF 152/189] 需求符合=True 接受=True 累計呼叫=152
  [OFF 153/189] 需求符合=True 接受=True 累計呼叫=153
  [OFF 154/189] 需求符合=False 接受=True 累計呼叫=154
  [OFF 155/189] 需求符合=False 接受=True 累計呼叫=155
  [OFF 156/189] 需求符合=False 接受=True 累計呼叫=156
  [OFF 157/189] 需求符合=True 接受=True 累計呼叫=157
  [OFF 158/189] 需求符合=False 接受=True 累計呼叫=158
  [OFF 159/189] 需求符合=True 接受=True 累計呼叫=159
  [OFF 160/189] 需求符合=True 接受=True 累計呼叫=160
  [OFF 161/189] 需求符合=True 接受=True 累計呼叫=161
  [OFF 162/189] 需求符合=True 接受=True 累計呼叫=162
  [OFF 163/189] 需求符合=True 接受=True 累計呼叫=163
  [OFF 164/189] 需求符合=True 接受=True 累計呼叫=164
  [OFF 165/189] 需求符合=True 接受=True 累計呼叫=165
  [OFF 166/189] 需求符合=False 接受=True 累計呼叫=166
  [OFF 167/189] 需求符合=True 接受=True 累計呼叫=167
  [OFF 168/189] 需求符合=True 接受=True 累計呼叫=168
  [OFF 169/189] 需求符合=False 接受=True 累計呼叫=169
  [OFF 170/189] 需求符合=True 接受=True 累計呼叫=170
  [OFF 171/189] 需求符合=False 接受=True 累計呼叫=171
  [OFF 172/189] 需求符合=True 接受=True 累計呼叫=172
  [OFF 173/189] 需求符合=True 接受=True 累計呼叫=173
  [OFF 174/189] 需求符合=True 接受=True 累計呼叫=174
  [OFF 175/189] 需求符合=True 接受=True 累計呼叫=175
  [OFF 176/189] 需求符合=True 接受=True 累計呼叫=176
  [OFF 177/189] 需求符合=False 接受=True 累計呼叫=177
  [OFF 178/189] 需求符合=True 接受=True 累計呼叫=178
  [OFF 179/189] 需求符合=True 接受=True 累計呼叫=179
  [OFF 180/189] 需求符合=False 接受=True 累計呼叫=180
  [OFF 181/189] 需求符合=False 接受=True 累計呼叫=181
  [OFF 182/189] 需求符合=True 接受=True 累計呼叫=182
  [OFF 183/189] 需求符合=True 接受=True 累計呼叫=183
  [OFF 184/189] 需求符合=True 接受=True 累計呼叫=184
  [OFF 185/189] 需求符合=False 接受=True 累計呼叫=185
  [OFF 186/189] 需求符合=True 接受=True 累計呼叫=186
  [OFF 187/189] 需求符合=True 接受=True 累計呼叫=187
  [OFF 188/189] 需求符合=False 接受=True 累計呼叫=188
  [OFF 189/189] 需求符合=True 接受=True 累計呼叫=189
── OFF: {"tasks": 189, "calls": 189, "infra_void": 0, "complete": true, "terminal": true, "processed": 189, "accepted": 189, "accepted_and_meets_demand": 128, "demand_equals_output_rate": 0.6772486772486772, "coverage": 1.0, "correct_delivery_rate": 0.6772486772486772, "raw_final_accuracy": 0.6772486772486772, "calls_per_task": 1.0, "calls_per_correct_delivery": 1.4765625, "leaked": 61, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 189, "p50": 17797, "p95": 97389, "max": 312828}, "by_role": {"gen": {"n": 189, "p50": 17797, "p95": 97389, "max": 312828}}, "failed_attempts": 1}, "wall_s": 6228.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r461_off_gate_lcb3/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
