預註冊閘門通過：DECISION_20260907_R460_HARNESS_PREREG.md 授權 g_r460_harness_lcb2_a2
20 題（lcb2　offset=20　題序 [20, 40)）　輸出 runs/g_r460_harness_lcb2_a2
── 量具驗證（先答已知答案）
   參考解通過 3/3　壞解被擋 3/3
   可見閘門（CONFORM 決策量具）參考解通過 3/3　樁被擋 3/3　覆蓋 3/3
── 模型池：6 個 agent／1 個模型家族
  [HMIX 9/20] 需求符合=True 接受=True 累計呼叫=10
  [OFF 10/20] 需求符合=False 接受=True 累計呼叫=10
  [CONFORM 10/20] 需求符合=True 接受=True 累計呼叫=16
  [OFF5 10/20] 需求符合=True 接受=True 累計呼叫=50
  [HPI 10/20] 需求符合=True 接受=True 累計呼叫=11
  [HOC 10/20] 需求符合=True 接受=True 累計呼叫=21
  [HMIX 10/20] 需求符合=True 接受=True 累計呼叫=11
  [OFF 11/20] 需求符合=True 接受=True 累計呼叫=11
  [CONFORM 11/20] 需求符合=True 接受=True 累計呼叫=18
  [OFF5 11/20] 需求符合=True 接受=True 累計呼叫=55
  [HPI 11/20] 需求符合=True 接受=True 累計呼叫=12
  [HOC 11/20] 需求符合=True 接受=True 累計呼叫=23
  [HMIX 11/20] 需求符合=True 接受=True 累計呼叫=12
  [OFF 12/20] 需求符合=True 接受=True 累計呼叫=12
  [CONFORM 12/20] 需求符合=True 接受=True 累計呼叫=19
  [OFF5 12/20] 需求符合=True 接受=True 累計呼叫=60
  [HPI 12/20] 需求符合=True 接受=True 累計呼叫=14
  [HOC 12/20] 需求符合=True 接受=True 累計呼叫=25
  [HMIX 12/20] 需求符合=True 接受=True 累計呼叫=13
  [OFF 13/20] 需求符合=False 接受=True 累計呼叫=13
  [CONFORM 13/20] 需求符合=True 接受=True 累計呼叫=20
  [OFF5 13/20] 需求符合=False 接受=True 累計呼叫=65
  [HPI 13/20] 需求符合=True 接受=True 累計呼叫=15
  [HOC 13/20] 需求符合=True 接受=True 累計呼叫=27
  [HMIX 13/20] 需求符合=True 接受=True 累計呼叫=14
  [OFF 14/20] 需求符合=True 接受=True 累計呼叫=14
  [CONFORM 14/20] 需求符合=True 接受=True 累計呼叫=21
  [OFF5 14/20] 需求符合=True 接受=True 累計呼叫=70
  [HPI 14/20] 需求符合=True 接受=True 累計呼叫=16
  [HOC 14/20] 需求符合=True 接受=True 累計呼叫=29
  [HMIX 14/20] 需求符合=True 接受=True 累計呼叫=15
  [OFF 15/20] 需求符合=True 接受=True 累計呼叫=15
  [CONFORM 15/20] 需求符合=True 接受=True 累計呼叫=22
  [OFF5 15/20] 需求符合=True 接受=True 累計呼叫=75
  [HPI 15/20] 需求符合=True 接受=True 累計呼叫=17
  [HOC 15/20] 需求符合=True 接受=True 累計呼叫=31
  [HMIX 15/20] 需求符合=True 接受=True 累計呼叫=16
  [OFF 16/20] 需求符合=True 接受=True 累計呼叫=16
  [CONFORM 16/20] 需求符合=True 接受=True 累計呼叫=23
  [OFF5 16/20] 需求符合=True 接受=True 累計呼叫=80
  [HPI 16/20] 需求符合=True 接受=True 累計呼叫=18
  [HOC 16/20] 需求符合=True 接受=True 累計呼叫=33
  [HMIX 16/20] 需求符合=True 接受=True 累計呼叫=17
  [OFF 17/20] 需求符合=True 接受=True 累計呼叫=17
  [CONFORM 17/20] 需求符合=True 接受=True 累計呼叫=24
  [OFF5 17/20] 需求符合=True 接受=True 累計呼叫=85
  [HPI 17/20] 需求符合=True 接受=True 累計呼叫=19
  [HOC 17/20] 需求符合=True 接受=True 累計呼叫=35
  [HMIX 17/20] 需求符合=True 接受=True 累計呼叫=18
  [OFF 18/20] 需求符合=False 接受=True 累計呼叫=18
  [CONFORM 18/20] 需求符合=False 接受=True 累計呼叫=26
  [OFF5 18/20] 需求符合=True 接受=True 累計呼叫=90
  [HPI 18/20] 需求符合=True 接受=True 累計呼叫=20
  [HOC 18/20] 需求符合=True 接受=True 累計呼叫=37
  [HMIX 18/20] 需求符合=True 接受=True 累計呼叫=19
  [OFF 19/20] 需求符合=True 接受=True 累計呼叫=19
  [CONFORM 19/20] 需求符合=True 接受=True 累計呼叫=27
  [OFF5 19/20] 需求符合=True 接受=True 累計呼叫=95
  [HPI 19/20] 需求符合=True 接受=True 累計呼叫=21
  [HOC 19/20] 需求符合=True 接受=True 累計呼叫=39
  [HMIX 19/20] 需求符合=True 接受=True 累計呼叫=20
  [OFF 20/20] 需求符合=True 接受=True 累計呼叫=20
  [CONFORM 20/20] 需求符合=True 接受=True 累計呼叫=29
  [OFF5 20/20] 需求符合=True 接受=True 累計呼叫=100
  [HPI 20/20] 需求符合=True 接受=True 累計呼叫=22
  [HOC 20/20] 需求符合=True 接受=True 累計呼叫=41
  [HMIX 20/20] 需求符合=True 接受=True 累計呼叫=21
── OFF: {"tasks": 20, "calls": 20, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 15, "demand_equals_output_rate": 0.75, "coverage": 1.0, "correct_delivery_rate": 0.75, "raw_final_accuracy": 0.75, "calls_per_task": 1.0, "calls_per_correct_delivery": 1.3333333333333333, "leaked": 5, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 20, "p50": 29344, "p95": 82789, "max": 296107}, "by_role": {"gen": {"n": 20, "p50": 29344, "p95": 82789, "max": 296107}}, "failed_attempts": 0}, "wall_s": 901.0, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── CONFORM: {"tasks": 20, "calls": 29, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 19, "accepted_and_meets_demand": 17, "demand_equals_output_rate": 0.8947368421052632, "coverage": 0.95, "correct_delivery_rate": 0.85, "raw_final_accuracy": 0.85, "calls_per_task": 1.45, "calls_per_correct_delivery": 1.7058823529411764, "leaked": 2, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 29, "p50": 30688, "p95": 111899, "max": 200547}, "by_role": {"gen": {"n": 29, "p50": 30688, "p95": 111899, "max": 200547}}, "failed_attempts": 0}, "wall_s": 1312.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── OFF5: {"tasks": 20, "calls": 100, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 18, "demand_equals_output_rate": 0.9, "coverage": 1.0, "correct_delivery_rate": 0.9, "raw_final_accuracy": 0.9, "calls_per_task": 5.0, "calls_per_correct_delivery": 5.555555555555555, "leaked": 2, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 100, "p50": 29428, "p95": 114707, "max": 254281}, "by_role": {"gen": {"n": 100, "p50": 29428, "p95": 114707, "max": 254281}}, "failed_attempts": 0}, "wall_s": 4160.1, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HPI: {"tasks": 20, "calls": 22, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 19, "demand_equals_output_rate": 0.95, "coverage": 1.0, "correct_delivery_rate": 0.95, "raw_final_accuracy": 0.95, "calls_per_task": 1.1, "calls_per_correct_delivery": 1.1578947368421053, "leaked": 1, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 23, "p50": 26964, "p95": 84674, "max": 304620}, "by_role": {"gen": {"n": 22, "p50": 26964, "p95": 84674, "max": 304620}, "wire_probe": {"n": 1, "p50": 2423, "p95": 2423, "max": 2423}}, "failed_attempts": 0}, "wall_s": 880.2, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HOC: {"tasks": 20, "calls": 41, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 19, "demand_equals_output_rate": 0.95, "coverage": 1.0, "correct_delivery_rate": 0.95, "raw_final_accuracy": 0.95, "calls_per_task": 2.05, "calls_per_correct_delivery": 2.1578947368421053, "leaked": 1, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 41, "p50": 7728, "p95": 35113, "max": 76641}, "by_role": {"gen": {"n": 41, "p50": 7728, "p95": 35113, "max": 76641}}, "failed_attempts": 0}, "wall_s": 601.4, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}
── HMIX: {"tasks": 20, "calls": 21, "infra_void": 0, "complete": true, "terminal": true, "processed": 20, "accepted": 20, "accepted_and_meets_demand": 19, "demand_equals_output_rate": 0.95, "coverage": 1.0, "correct_delivery_rate": 0.95, "raw_final_accuracy": 0.95, "calls_per_task": 1.05, "calls_per_correct_delivery": 1.105263157894737, "leaked": 1, "reviewer_accuracy": null, "raw_reviewer_accuracy": null, "reviewer_votes": 0, "review_fail_claims": 0, "machine_confirmed_counterexamples": 0, "confirmed_counterexample_precision_against_hidden_truth": null, "revision_transitions": null, "eq5_gate_delivery_rate": null, "eq5_vote_delivery_rate": null, "eq5_same_choice_rate": null, "eq5_same_choice_effective_rate": null, "endpoint_latency_ms": {"all": {"n": 21, "p50": 16323, "p95": 94839, "max": 165526}, "by_role": {"gen": {"n": 21, "p50": 16323, "p95": 94839, "max": 165526}}, "failed_attempts": 0}, "wall_s": 760.5, "cost_usd": 0.0, "market_cost_usd": 0.0, "market_cost_per_correct_delivery": 0.0}

寫出 runs/g_r460_harness_lcb2_a2/summary.json
⚠ 這是待驗證的宣稱不是結果——OFF5 沒跑贏之前不能說機制有效。
