task_id	cand	prereg_role	gauge_status	vote_K1	vote_K2	vote_K3	nsig_K1	nsig_K2	nsig_K3	verdict	dissenters	detail_dissenters	equivocators	rejected	n_admitted
mbppplus_Mbpp/111	0	equivocator	ok	False	False	False	1	1	2	False	-	-	K3	K3:equivocation	2
mbppplus_Mbpp/111	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/111	2	liar	ok	False	False	True	1	1	1	False	K3	-	-	-	3
mbppplus_Mbpp/111	3	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/111	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/113	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/113	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/113	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/113	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/113	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/116	0	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/116	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/116	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/116	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/116	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/118	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/118	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/118	2	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/118	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/118	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/119	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/119	1	equivocator	ok	False	False	False	1	1	2	False	-	-	K3	K3:equivocation	2
mbppplus_Mbpp/119	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/119	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/119	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/12	0	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/12	1	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/12	2	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/12	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/12	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/120	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/120	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/120	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/120	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/120	4	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/123	0	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/123	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/123	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/123	3	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/123	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/124	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/124	1	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/124	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/124	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/124	4	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/125	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/125	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/125	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/125	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/125	4	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/126	0	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/126	1	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/126	2	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/126	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/126	4	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/127	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/127	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/127	2	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/127	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/127	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/128	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/128	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/128	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/128	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/128	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/129	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/129	1	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/129	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/129	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/129	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/130	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/130	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/130	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/130	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/130	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/131	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/131	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/131	2	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/131	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/131	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/132	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/132	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/132	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/132	3	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/132	4	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/133	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/133	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/133	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/133	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/133	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/135	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/135	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/135	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/135	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/135	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/137	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/137	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/137	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/137	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/137	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/138	0	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/138	1	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/138	2	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/138	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/138	4	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/139	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/139	1	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/139	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/139	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/139	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/14	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/14	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/14	2	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/14	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/14	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/140	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/140	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/140	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/140	3	equivocator	ok	True	True	True	1	1	2	True	-	-	K3	K3:equivocation	2
mbppplus_Mbpp/140	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/141	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/141	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/141	2	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/141	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/141	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/142	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/142	1	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/142	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/142	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/142	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/145	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/145	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/145	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/145	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/145	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/16	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/16	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/16	2	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/16	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/16	4	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/160	0	liar	ok	False	False	True	1	1	1	False	K3	-	-	-	3
mbppplus_Mbpp/160	1	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/160	2	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/160	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/160	4	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/161	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/161	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/161	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/161	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/161	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/162	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/162	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/162	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/162	3	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/162	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/165	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/165	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/165	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/165	3	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/165	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/166	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/166	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/166	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/166	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/166	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/167	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/167	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/167	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/167	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/167	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/168	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/168	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/168	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/168	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/168	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/17	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/17	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/17	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/17	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/17	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/170	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/170	1	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/170	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/170	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/170	4	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/171	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/171	1	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/171	2	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/171	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/171	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/172	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/172	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/172	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/172	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/172	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/18	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/18	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/18	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/18	3	equivocator	ok	True	True	True	1	1	2	True	-	-	K3	K3:equivocation	2
mbppplus_Mbpp/18	4	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/19	0	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/19	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/19	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/19	3	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/19	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/2	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/2	1	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/2	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/2	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/2	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/20	0	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/20	1	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/20	2	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/20	3	honest	ok	False	False	False	1	1	1	False	-	-	-	-	3
mbppplus_Mbpp/20	4	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/222	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/222	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/222	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/222	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/222	4	equivocator	ok	True	True	True	1	1	2	True	-	-	K3	K3:equivocation	2
mbppplus_Mbpp/223	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/223	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/223	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/223	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/223	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/224	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/224	1	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/224	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/224	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/224	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/226	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/226	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/226	2	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/226	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/226	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/227	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/227	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/227	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/227	3	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/227	4	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/230	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/230	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/230	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/230	3	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/230	4	liar	ok	True	True	False	1	1	1	True	K3	-	-	-	3
mbppplus_Mbpp/232	0	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/232	1	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
mbppplus_Mbpp/232	2	honest	ok	True	True	True	1	1	1	True	-	-	-	-	3
